Year,State,State ANSI,County,ACRES Planted,ACRES Harvested,Acres Loss,Hectare Planted,Hectare Harvested,Hectare Loss,% of Loss,'08-20','09-03','09-17','10-01','10-15','10-29','11-12','11-26','12-10','12-24','01-07','01-21','02-04','02-18','03-04','03-18','04-01','04-15','04-29','05-13','05-27','06-10','06-24','07-08','07-22','08-05','08-19'
2019,MISSOURI,29,Pemiscot,"18,300","15,800","2,500",7405.7538,6394.0388,1011.715,0.136612022,,,0.438915046,0.207867132,0.281354087,,0.393677358,,0.437789397,0.001721487,-0.00383957,0.187105874,0.023061561,0.005924137,0.040450234,0.64761552,0.26172928,0.816135882,0.024894526,0.057739514,0.230734738,0.229433562,0.012952613,0.323214149,0.080981867,0.264442371,0.314337335
2019,MISSOURI,29,Stoddard,"19,200","16,900","2,300",7769.9712,6839.1934,930.7778,0.119791667,,,0.428123456,0.323907785,0.369583786,,0.359071135,0.056352975,0.140020681,0.019388123,0.020544298,0.341831523,0.019136441,0.016475755,0.0549985,0.665841318,0.116471517,0.80465518,0.004186774,0.085576976,0.43814887,0.275196839,0.247162852,0.41084153,0.360281854,0.4910957,0.545052352
2019,MISSOURI,29,Barton,"44,000","37,700","6,300",17806.184,15256.6622,2549.5218,0.143181818,0.063812593,,0.37427297,,,0.337623284,,0.321223678,0.255222312,0.024662286,-0.005278371,-0.016656215,0.092424877,0.073340901,0.017165926,0.026150639,0.786219513,0.836740545,0.156277365,0.008936513,0.18187111,0.087511727,0.176741285,0.246334777,0.250769663,0.448222767,0.102956453
2019,MISSOURI,29,Dade,"16,000","13,600","2,400",6474.976,5503.7296,971.2464,0.15,0.125977076,,0.43437987,0.484066479,0.444623967,0.326664419,0.099760759,0.320904754,0.338441343,0.018104111,0.001768629,0.002273728,0.095186951,0.360934888,0.02609272,0.029492036,0.704582556,0.799992481,0.248185201,0.227164518,0.107241118,0.201867668,0.2826899,0.311076841,0.002295326,0.531677237,0.090273555
2019,MISSOURI,29,Jasper,"34,500","27,200","7,300",13961.667,11007.4592,2954.2078,0.211594203,0.036982614,,0.431403083,,,0.331284285,,0.322028062,0.144874721,0.018295969,-0.012098968,0.005018096,0.083765213,0.074777633,0.02422788,0.006102961,0.785754669,0.837990759,0.225294806,0.148370524,0.126515034,0.202128328,0.288936009,0.253692174,0.354035454,0.535458877,0.094885828
2019,MISSOURI,29,Lawrence,"8,500","2,200","6,300",3439.831,890.3092,2549.5218,0.741176471,0.442249457,,0.446203943,0.500773012,0.396776266,0.430315963,0.123254639,0.381265728,0.352127736,0.0198019,-0.007489617,0.012007466,0.065050283,0.329309877,0.02115424,0.026033718,0.561057452,0.723915389,0.486019683,0.377487628,0.152988314,0.369071783,0.324009674,0.220579199,0.18908619,0.627552703,0.029591261
2019,MISSOURI,29,Newton,"6,700","3,630","3,070",2711.3962,1469.01018,1242.38602,0.458208955,0.313685068,0.244955145,0.216906788,,,0.380024164,,0.323035536,0.106137172,0.02387767,-0.009962724,0.01994551,0.023946394,0.201069603,0.029120822,-0.014043442,0.597022466,0.647939202,0.446643601,0.277904789,-0.017203648,0.35341166,0.290377927,0.207876408,0.259928808,0.444007981,0.047259841
2019,MISSOURI,29,Cass,"2,400","1,600",800,971.2464,647.4976,323.7488,0.333333333,0.121564757,0.4217141,0.526651055,,0.34590445,0.26945871,0.217568854,0.030615375,0.28027203,0.102435247,-0.025343263,0.301886322,-0.008204634,0.113362489,0.011881728,0.027542218,0.523123225,0.634870837,0.055857404,0.121973516,0.527985026,0.019759578,0.287159727,0.176852648,0.100761208,0.517129957,-0.012939727
2019,MISSOURI,29,Cedar,"2,800","2,400",400,1133.1208,971.2464,161.8744,0.142857143,0.083944509,,0.417641817,0.613868496,0.59146595,0.353773299,0.097469426,0.265387768,0.37052573,0.033378268,0.007658596,0.225516744,0.044996151,0.420423594,0.015115366,0.035378629,0.712117277,0.802833825,0.299766393,0.140054883,0.277685395,0.026162252,0.332797577,0.289576919,-0.014623599,0.604552653,0.040195075
2019,MISSOURI,29,Henry,"10,300","7,000","3,300",4168.2658,2832.802,1335.4638,0.32038835,0.052300147,,0.616663269,0.302464485,0.31818724,0.277708148,0.228661297,0.086347117,0.304956055,0.008795686,-0.004225791,0.352412951,-0.008548717,0.388086642,0.016763133,0.029420264,0.701694739,0.756032147,0.005956627,0.249483774,0.561836236,0.020093424,0.306671565,0.290150257,0.01455364,0.629289432,0.011288254
2019,MISSOURI,29,Johnson,"6,200","2,200","4,000",2509.0532,890.3092,1618.744,0.64516129,0.119100782,,0.475357818,0.344209855,0.360080123,0.297013034,0.326199785,0.03204322,0.349912171,0.029610819,-0.024642513,0.352230663,-0.007552817,0.382061,0.012380125,0.027978207,0.632247355,0.730490964,0.01851416,0.370195497,0.447068311,0.01928616,0.302985095,0.316885537,0.011030879,0.631832986,0.016692361
2019,MISSOURI,29,Lafayette,"5,600","4,800",800,2266.2416,1942.4928,323.7488,0.142857143,0.548711317,,0.492301153,,,0.283105806,,0.021751276,0.33499163,0.026090426,-0.024152398,0.312526028,-0.004763884,0.316092745,0.019574187,0.027830275,0.629568816,0.672861058,0.030498687,0.612298771,0.168160405,0.018884579,0.299694831,0.338450436,0.006525138,0.659811082,0.071347629
2019,MONTANA,30,Broadwater,"11,000","10,800",200,4451.546,4370.6088,80.9372,0.018181818,0.116553754,0.236525167,0.211532085,0.032360038,0.190176897,0.062745147,0.17917945,0.077991722,0.133896486,0.02253831,0.137878067,0.026850854,-0.00455823,-0.012759656,-0.021447005,0.003860636,0.055982361,0.021986176,0.213654587,0.027533349,0.437370556,0.258522242,0.571044242,0.482905345,0.31922562,0.142598412,0.00227317
2019,MONTANA,30,Cascade,"113,000","107,000","6,000",45729.518,43301.402,2428.116,0.053097345,0.094192301,0.197666761,0.182136723,0.074489072,0.196392698,0.037060577,0.184463347,0.101800525,0.161786606,0.06524872,0.083880601,0.030190042,-0.017011687,-0.004295912,-0.034921684,0.092629162,0.045700176,0.038240828,0.258806898,0.135160133,0.461251364,0.221256248,0.100727759,0.389755853,0.24258796,0.097672567,0.118805263
2019,MONTANA,30,Fergus,"109,000","106,000","3,000",44110.774,42896.716,1214.058,0.027522936,0.094697953,0.206682265,0.206118584,0.094979605,0.192582703,0.15513029,0.088188261,0.13704238,0.171166615,0.031772154,-0.003824088,0.028698446,-0.010869063,-0.004433667,-0.037336933,0.108533839,0.041154651,0.043461022,0.240546455,0.260057719,0.036770435,0.07899171,0.288236186,0.561825689,0.322072855,0.06592036,0.181398995
2019,MONTANA,30,Golden Valley,"28,000","25,800","2,200",11331.208,10440.8988,890.3092,0.078571429,0.075039442,0.223048418,0.146285944,0.116199379,0.177923235,0.133232511,0.133817567,0.05353232,0.160652601,0.021945721,0.015444159,0.072836452,0.002077648,-0.016092304,-0.037274884,0.091934576,0.104711167,0.110032763,0.204664276,0.02676746,-0.004625019,0.044311095,0.179538467,0.351425605,0.264981714,0.159694708,0.17492776
2019,MONTANA,30,Judith Basin,"52,000","50,500","1,500",21043.672,20436.643,607.029,0.028846154,0.113730992,0.211894287,0.209665666,0.0872119,0.183913372,0.136235588,0.112538497,0.154606528,0.15282257,0.039695355,0.002628445,0.026172035,-0.016661991,-0.004784458,-0.030313548,-0.010735738,0.099581867,0.0234388,0.249687954,0.193482047,0.03861017,0.115833938,0.2635474,0.620514301,0.391166364,0.036481569,0.210323933
2019,MONTANA,30,Lewis and Clark,"6,600","6,100",500,2670.9276,2468.5846,202.343,0.075757576,0.142292364,0.219745217,0.189067916,0.079500715,0.184938203,0.095478788,0.09354518,0.081834575,0.127567363,0.097117419,0.013844632,-0.000848002,-0.010855312,-0.004475732,-0.031438478,0.015227597,0.121200272,0.014795916,0.230050551,0.186461135,0.291283086,0.234693662,0.212368502,0.420150539,0.108600502,0.017298112,0.128458103
2019,MONTANA,30,Petroleum,"11,500","11,200",300,4653.889,4532.4832,121.4058,0.026086957,0.121126633,0.213818253,0.052804155,0.105586529,0.191061424,0.092372208,0.043919337,0.115585789,0.172738361,0.034931161,-0.000958034,0.017219084,-0.004352532,-0.006925848,-0.036628827,0.135308294,0.122206385,0.058021392,0.06101774,0.320634158,0.065744234,0.038864569,0.111115725,0.267283939,0.243583792,0.157221113,0.160888819
2019,MONTANA,30,Wheatland,"22,000","20,700","1,300",8903.092,8377.0002,526.0918,0.059090909,0.057444241,0.218685972,0.210240518,0.106909725,0.185394892,0.12727324,0.074648664,0.086109373,0.091411736,0.032506873,0.01453132,0.045900128,-0.008622547,-0.004858736,-0.013652151,0.055992045,0.080926002,0.028360033,0.197683874,0.043769616,0.025371789,0.097104159,0.254755804,0.601584712,0.390921916,0.147026621,0.210383967
2019,MONTANA,30,Blaine,"46,000","45,000","1,000",18615.556,18210.87,404.686,0.02173913,0.025755071,0.208052718,0.077392867,0.103145614,0.196097509,0.174797785,0.138616126,0.118281138,0.04915595,0.113127487,-0.006801909,0.044136003,-0.013252183,-0.009655678,-0.021749912,0.108345878,0.145993828,0.030916935,0.307879123,0.396326799,0.184712473,0.02420626,0.414304356,0.20580093,0.292168352,0.144528069,0.148816934
2019,MONTANA,30,Chouteau,"381,000","373,000","8,000",154185.366,150947.878,3237.488,0.020997375,0.082997623,0.174012888,0.149041,0.070026946,0.198258601,0.097248701,0.184056002,0.129118668,0.21792926,0.069197315,0.004450165,0.033026155,-0.012510833,-0.003932728,-0.034889495,0.060728626,0.046310346,0.072990975,0.324498597,0.124120912,0.415597327,0.25249873,0.340010095,0.344443971,0.235541013,0.076351704,0.13749474
2019,MONTANA,30,Glacier,"69,000","67,400","1,600",27923.334,27275.8364,647.4976,0.023188406,0.200179174,0.196908382,0.180524311,0.02731208,0.172686972,0.150902645,0.034044527,0.094059175,0.074646482,0.118298811,-0.01192453,0.003564447,-0.003645406,-0.008214635,-0.021118399,0.168605533,0.035911831,0.132900685,0.112979846,0.137309246,0.115579565,0.15934758,0.086765289,0.352294225,0.255685848,0.07284388,0.18639042
2019,MONTANA,30,Hill,"276,000","264,000","12,000",111693.336,106837.104,4856.232,0.043478261,0.0595615,0.178821307,0.079558081,0.067370443,0.18228013,0.124342405,0.145155664,0.090058392,0.162154771,0.081593387,-0.01078681,0.023958836,-0.003864941,-0.006369861,-0.02099908,0.056305369,0.084287756,0.019664182,0.295570266,0.125166519,0.355549995,0.266140042,0.331301074,0.105608341,0.209420323,0.047627716,0.122359751
2019,MONTANA,30,Liberty,"119,000","118,000","1,000",48157.634,47752.948,404.686,0.008403361,0.117145374,0.174417298,0.159556346,0.057252388,0.16638895,0.046850082,0.105178879,0.14085288,0.188188199,0.076185806,-0.025041328,0.001854373,-0.004200569,-0.002274314,-0.017646096,0.134580093,0.035128199,0.018017161,0.218574529,0.036312047,0.183536638,0.117077598,0.358851117,0.154653673,0.220666053,0.044637125,0.134515181
2019,MONTANA,30,Phillips,"29,000","28,100",900,11735.894,11371.6766,364.2174,0.031034483,0.088415834,0.201804421,0.052622748,0.162448173,0.216361261,0.101395497,0.143589848,0.154178907,0.162908457,0.139033234,-0.005282616,0.022535206,-0.010387325,-0.00162579,-0.034102154,0.108294169,0.18891309,0.090304767,0.260784116,0.329620293,0.184025836,0.014345233,0.220615922,0.501573456,0.317156579,0.22797636,0.212882896
2019,MONTANA,30,Pondera,"113,000","111,000","2,000",45729.518,44920.146,809.372,0.017699115,0.131415064,0.183859598,0.180212379,0.033486984,0.185016988,0.05026702,0.114954614,0.149750147,0.191579773,0.082804782,-0.004400616,-0.002719335,-0.011137389,-0.003490765,-0.034471935,0.187252383,0.114161053,0.0299135,0.239424248,0.218747869,0.134758476,0.066233688,0.051268867,0.360631341,0.249295674,0.02687623,0.133782953
2019,MONTANA,30,Teton,"129,000","127,900","1,100",52204.494,51759.3394,445.1546,0.008527132,0.124529913,0.188834267,0.170075481,0.037621571,0.191155991,0.035440872,0.109695444,0.106404973,0.192732394,0.12273146,0.0011748,0.000166798,-0.01819545,-0.004355202,-0.03255051,0.192411472,0.084342025,0.04621905,0.252093913,0.263301523,0.153715029,0.125687187,0.00246216,0.42812918,0.289885377,0.013384226,0.111996648
2019,MONTANA,30,Toole,"69,000","65,600","3,400",27923.334,26547.4016,1375.9324,0.049275362,0.092978154,0.185607425,0.180206248,0.034828957,0.163707427,0.051130209,0.123654909,0.153947652,0.166092142,0.068471326,-0.023021364,0.012021988,-0.005285681,8.53E-05,-0.023683523,0.155889963,0.109424798,0.029706443,0.188261049,0.13542389,0.090435759,0.129752065,0.283868321,0.167155876,0.208921109,0.031215832,0.131697145
2019,MONTANA,30,McCone,"19,000","15,300","3,700",7689.034,6191.6958,1497.3382,0.194736842,0.22471,0.19787429,0.142217841,0.137986089,0.12319913,0.153452002,0.170602584,,0.029853236,0.139322813,0.00186489,0.032403985,0.004458579,-0.01043004,-0.032208749,0.077339703,0.078140281,0.196751294,0.278275963,0.35494486,0.534386434,0.290182645,0.246510409,0.340953475,0.23796746,0.091150928,0.234552582
2019,MONTANA,30,Richland,"8,400","8,000",400,3399.3624,3237.488,161.8744,0.047619048,0.268063834,0.242257988,0.196825527,0.066715571,0.170184067,0.086027352,,0.068100924,0.043193884,0.104739445,0.00852788,0.031028714,0.012122189,-0.006499917,-0.008504577,0.117456711,0.182338898,0.008772643,0.245104785,0.319151661,0.542870451,0.204409262,0.181316046,0.402821642,0.262908158,0.243236532,0.139720917
2019,MONTANA,30,Valley,"7,700","6,400","1,300",3116.0822,2589.9904,526.0918,0.168831169,0.087402258,0.078450674,0.052431342,0.129579919,0.176026971,0.129136636,0.103699715,,0.025904191,0.057038186,-0.004748328,0.008447109,0.001586995,-0.009373546,-0.029371785,0.032119034,0.185625758,0.219896109,0.052222751,0.299125002,0.542173581,0.026316412,0.40223004,0.386993488,0.258316801,0.237132947,0.126699502
2019,MONTANA,30,Flathead,"4,700","4,600",100,1902.0242,1861.5556,40.4686,0.021276596,0.287165609,0.26492259,0.035496607,0.114507068,0.240516762,0.072762186,0.196056505,0.072592271,0.049891084,-0.006128361,-0.002335085,0.021167055,0.002092825,0.013148443,-0.025381455,0.063583468,0.210588601,0.225927437,0.304514824,0.468149553,0.097128083,0.035240241,0.377966495,0.565594703,0.371865111,0.208055759,0.252236919
2019,MONTANA,30,Lake,"3,500","3,300",200,1416.401,1335.4638,80.9372,0.057142857,0.287713436,0.254095972,0.05134391,0.058350077,0.278097163,0.091102954,0.100058237,0.136400015,0.085711623,0.007459316,0.016357712,-0.018740843,-0.004389506,-0.009769791,-0.026550122,-0.013612829,0.195812699,0.093144023,0.404074769,0.383657416,0.272088175,0.054845528,0.06248673,0.408687935,0.344783872,0.092783077,0.303416653
2019,MONTANA,30,Stillwater,"23,800","22,100","1,700",9631.5268,8943.5606,687.9662,0.071428571,0.061286812,0.218760004,0.060780502,0.186490339,0.183950422,0.180249906,0.13345127,0.04302076,0.11271604,0.003325126,0.055696982,0.089456161,0.010566231,-0.021284744,-0.037702782,0.034253789,0.154872889,0.18600772,0.093093665,0.06049004,0.016159406,0.032768361,0.193105962,0.358190933,0.293368613,0.185286856,0.194679091
2019,MONTANA,30,Treasure,"4,900","4,800",100,1982.9614,1942.4928,40.4686,0.020408163,0.228223581,0.203932002,0.077534687,0.167653229,0.186249419,0.115286501,0.04789883,,0.202267723,0.121739106,0.005455204,0.045355046,0.01250225,0.000433949,-0.065541498,0.103914322,0.209247899,0.169209869,0.360497253,0.516551593,0.636491089,0.04251194,0.482964447,0.369608829,0.211375745,0.211500656,0.200285908
2019,MONTANA,30,Yellowstone,"64,000","56,900","7,100",25899.904,23026.6334,2873.2706,0.1109375,0.216973361,0.229521665,0.098235722,0.200725195,0.194731267,0.094012253,0.084225026,0.05081711,0.157524678,0.029292989,0.015239333,0.026693707,0.014381342,-0.00792864,-0.047346311,0.042524167,0.191063169,0.18041895,0.152747311,0.28267471,0.155140226,0.126730478,0.147341475,0.333230858,0.244433014,0.181428337,0.183826298
2019,MONTANA,30,Carter,"17,700","11,200","6,500",7162.9422,4532.4832,2630.459,0.367231638,0.219627278,0.218689928,0.205805953,0.217544998,0.199313091,0.071106775,0.067998922,0.025911508,0.007855638,0.010749698,0.00829983,0.010895917,0.002691499,-0.007842904,-0.009937994,0.009602343,0.081441269,0.197083861,0.108926757,0.157964162,0.474970567,0.120531528,0.278233967,0.540984002,0.321477574,0.283669064,0.188446425
2019,MONTANA,30,Fallon,"7,200","6,000","1,200",2913.7392,2428.116,485.6232,0.166666667,0.256727211,0.24937421,0.209293781,0.2059739,0.197467855,0.096163201,0.059278388,0.045607054,0.132841163,0.005055749,0.004893633,0.009028529,0.008090582,-0.005816343,-0.021401672,0.012928872,0.06574635,0.010043694,0.084700872,0.169376412,0.371341452,0.093750808,0.241273067,0.500763749,0.337817337,0.313021928,0.036484151
2019,MONTANA,30,Powder River,"7,400","5,000","2,400",2994.6764,2023.43,971.2464,0.324324324,0.143153193,0.233414152,0.147306917,0.197466342,0.183136434,0.118090544,0.073663096,0.014447222,-7.33E-05,0.071598714,-0.002317693,0.038794836,0.001516198,-0.004228693,-0.046265361,0.018203092,0.067340413,0.188719458,0.265057338,0.359486446,0.444309492,0.292495561,0.549364496,0.532614349,0.323461457,0.288565374,0.248969589
2019,MONTANA,30,Gallatin,"22,500","22,400",100,9105.435,9064.9664,40.4686,0.004444444,0.100099655,0.222564398,0.220214874,0.021368701,0.200184306,0.120308228,0.164438535,0.069328015,0.118477617,0.004160935,0.098165664,-0.005391912,-0.000506312,-0.012595343,-0.019347851,-0.018213518,0.045201051,0.013220008,0.241896734,0.02009917,0.523051143,0.171630479,0.664519873,0.605218688,0.443396167,0.168845125,0.069838132
2019,NEBRASKA,31,Buffalo,"3,000","2,470",530,1214.058,999.57442,214.48358,0.176666667,0.483121928,0.504559487,0.395616076,0.110624395,0.265415829,0.256437751,0.286391504,0.022401404,0.125908826,0.046650459,0.00868783,0.026472838,0.057446616,-0.004157582,-0.000846395,0.028846124,0.317596956,0.180582653,0.057511724,0.030276223,0.749729477,0.028028091,0.288651617,0.303414827,0.022959063,0.389910625,0.016045558
2019,NEBRASKA,31,Custer,"4,100","3,520",580,1659.2126,1424.49472,234.71788,0.141463415,0.428950199,0.451538367,0.348118197,0.272824014,0.280399763,0.30413231,0.283210743,0.005949944,0.003365991,0.015344455,0.000546209,0.148484515,0.009393631,0.003204222,-0.005577738,0.038243424,0.049340002,0.280846831,0.076237417,0.038532229,0.623093312,0.536686271,0.564900063,0.171450362,0.201533078,0.212183833,0.306479568
2019,NEBRASKA,31,Cass,500,290,210,202.343,117.35894,84.98406,0.42,0.39088873,0.36155982,0.285354409,,0.284949193,0.254641861,0.133088122,,0.318170809,0.286731455,-0.004641542,0.003450044,0.012585969,-0.028254089,0.296881306,0.100678957,0.172415364,0.095744039,0.403566204,0.066229686,0.638500429,0.20045495,0.326427829,0.282344111,0.188067369,0.377411884,0.448999457
2019,NEBRASKA,31,Hamilton,900,630,270,364.2174,254.95218,109.26522,0.3,0.829093817,0.705686136,,,,0.07971638,0.235697588,,0.395328233,0.410243392,0.01154764,-0.014171755,0.123028863,-0.017370106,-0.00471468,0.008724528,0.251084159,0.096257666,0.016237532,0.002910954,0.722206302,0.179849376,0.298725376,0.39393019,0.137259819,0.238022904,0.045937764
2019,NEBRASKA,31,Platte,600,510,90,242.8116,206.38986,36.42174,0.15,0.555009756,0.467498759,0.513603359,,0.358863887,0.094770304,0.362388741,,0.274004115,0.149098765,0.001186082,-0.002715919,0.144002788,-0.02662171,0.082093256,0.015960427,0.449257275,0.232396344,0.029870429,0.113757016,0.683879527,0.09560213,0.130681957,0.314537564,0.090572025,0.370374666,0.038222504
2019,NEBRASKA,31,Saunders,"1,200","1,020",180,485.6232,412.77972,72.84348,0.15,0.688610058,0.465488258,0.339156847,,0.254488401,0.089342366,0.209860196,,0.264770238,0.209042046,0.006207769,0.001622633,0.008625723,-0.03535462,0.251150876,0.006517686,0.274046828,0.298578376,0.535815173,0.051312489,0.642063076,0.61672819,0.339122597,0.299310851,0.142578953,0.267392402,0.283487783
2019,NEBRASKA,31,Banner,"43,700","38,090","5,610",17684.7782,15414.48974,2270.28846,0.128375286,0.293344637,0.269743722,0.240947029,0.244243924,0.066998656,0.264575579,0.272828378,0.013482647,0.267053957,0.239775237,0.201293283,0.221429757,0.056116639,0.147090926,0.005991383,0.022735267,0.044311076,0.304470306,0.047276627,0.457253571,0.543577623,0.182973901,0.339833284,0.369093031,0.244391479,0.245224954,0.200341975
2019,NEBRASKA,31,Dawes,"20,000","15,760","4,240",8093.72,6377.85136,1715.86864,0.212,0.31091556,0.279032241,0.244624392,0.240031645,0.238841824,0.285716068,0.244101448,0.014232422,0.292224776,0.221356147,0.245501094,0.105509884,0.129479855,0.101325398,-0.013403373,-0.005513498,0.156707866,0.286105093,0.138661008,0.363697567,0.166853856,0.250261705,0.460337632,0.393900708,0.226465583,0.333585748,0.299926415
2019,NEBRASKA,31,Morrill,"21,300","19,760","1,540",8619.8118,7996.59536,623.21644,0.072300469,0.317802799,0.2919978,0.212275612,0.242655564,0.261148469,0.321777999,0.329151928,0.045160531,0.362873744,0.303657537,0.313579953,0.289989959,0.053681908,0.200067228,0.073226047,0.010649003,0.130286574,0.239478101,0.027002159,0.637419539,0.490654346,0.113499404,0.559737462,0.319775106,0.222181748,0.300493919,0.307040614
2019,NEBRASKA,31,Sheridan,"28,000","23,180","4,820",11331.208,9380.62148,1950.58652,0.172142857,0.321624556,0.290228721,0.230747232,0.252699353,0.266740411,0.319657134,0.299794124,0.008252244,0.344291361,0.294720899,0.142022778,0.047538222,0.109759003,0.049665519,-0.01156629,-0.011879961,0.270032971,0.334030176,0.144975095,0.392419092,0.117058885,0.315611193,0.561728026,0.423844297,0.256179378,0.396186492,0.419238868
2019,NEBRASKA,31,Adams,"2,000","1,710",290,809.372,692.01306,117.35894,0.145,0.712821121,0.51472695,0.371957688,0.047613235,0.266342409,0.070584764,0.300407163,0.037519982,0.350027593,0.149498451,0.010924169,-0.004258537,0.322402205,-0.017906259,0.006467023,0.014149251,0.205169212,0.331074662,0.019858986,0.020085725,0.771382747,0.174249519,0.369560341,0.270971415,0.057679897,0.332322088,-0.016223428
2019,NEBRASKA,31,Franklin,"4,400","3,850",550,1780.6184,1558.0411,222.5773,0.125,0.422959341,0.496805555,0.409190508,0.050293411,0.284714095,0.136645566,0.316061597,0.03890895,0.265285628,0.216089028,0.011115978,-0.007069325,0.295038823,-0.014196553,0.010135121,0.009133339,0.221774183,0.333750852,0.081937717,0.003763611,0.720207329,-0.008135007,0.313994617,0.30192916,0.03586076,0.42855002,-0.002542561
2019,NEBRASKA,31,Furnas,"34,600","32,880","1,720",14002.1356,13306.07568,696.05992,0.049710983,0.30202778,0.359355688,0.316466909,0.09541666,0.277446346,0.346085095,0.354131349,0.024552636,0.011631351,0.031984966,0.016762923,0.050872351,0.005959602,0.007087151,0.00461908,0.017131796,0.364220155,0.580597836,0.546851333,0.010678973,0.787183419,0.016715163,0.249904233,0.190855308,0.021322309,0.267424014,0.177116724
