Year,State,State ANSI,County,ACRES PLANTED,ACRES HARVESTED,Loss,% of Loss
2010,NORTH CAROLINA,37,Camden,"8,700","7,730",970,0.111494253
2010,NORTH CAROLINA,37,Chowan,"3,100","2,650",450,0.14516129
2010,NORTH CAROLINA,37,Currituck,"6,600","5,810",790,0.11969697
2010,NORTH CAROLINA,37,Edgecombe,"7,700","5,410","2,290",0.297402597
2010,NORTH CAROLINA,37,Gates,"5,900","5,160",740,0.125423729
2010,NORTH CAROLINA,37,Halifax,"5,600","1,290","4,310",0.769642857
2010,NORTH CAROLINA,37,Hertford,"2,800","2,120",680,0.242857143
2010,NORTH CAROLINA,37,Martin,"3,500","1,170","2,330",0.665714286
2010,NORTH CAROLINA,37,Nash,"7,100","3,530","3,570",0.502816901
2010,NORTH CAROLINA,37,Northampton,"5,900","4,810","1,090",0.184745763
2010,NORTH CAROLINA,37,Pasquotank,"10,800","7,860","2,940",0.272222222
2010,NORTH CAROLINA,37,Perquimans,"11,800","9,620","2,180",0.184745763
2010,NORTH CAROLINA,37,Tyrrell,"8,300","7,060","1,240",0.14939759
2010,NORTH CAROLINA,37,Washington,"8,800","5,560","3,240",0.368181818
2010,NORTH CAROLINA,37,Surry,"1,800","1,500",300,0.166666667
2010,NORTH CAROLINA,37,Yadkin,"3,300","2,650",650,0.196969697
2010,NORTH CAROLINA,37,Alamance,"1,900","1,260",640,0.336842105
2010,NORTH CAROLINA,37,Caswell,"1,100",510,590,0.536363636
2010,NORTH CAROLINA,37,Franklin,"5,900","5,580",320,0.054237288
2010,NORTH CAROLINA,37,Granville,"3,600","1,170","2,430",0.675
2010,NORTH CAROLINA,37,Guilford,"1,800","1,420",380,0.211111111
2010,NORTH CAROLINA,37,Orange,"2,000","1,320",680,0.34
2010,NORTH CAROLINA,37,Person,"5,400","5,100",300,0.055555556
2010,NORTH CAROLINA,37,Rockingham,"3,400","1,960","1,440",0.423529412
2010,NORTH CAROLINA,37,Stokes,600,300,300,0.5
2010,NORTH CAROLINA,37,Vance,"1,100",660,440,0.4
2010,NORTH CAROLINA,37,Warren,600,220,380,0.633333333
2010,NORTH CAROLINA,37,Bladen,"3,500","2,440","1,060",0.302857143
2010,NORTH CAROLINA,37,Cumberland,"3,600","3,230",370,0.102777778
2010,NORTH CAROLINA,37,Duplin,"13,500","10,900","2,600",0.192592593
2010,NORTH CAROLINA,37,Harnett,"5,200","3,950","1,250",0.240384615
2010,NORTH CAROLINA,37,Hoke,"4,000","3,750",250,0.0625
2010,NORTH CAROLINA,37,Onslow,"3,600","2,980",620,0.172222222
2010,NORTH CAROLINA,37,Pender,"3,100","2,330",770,0.248387097
2010,NORTH CAROLINA,37,Robeson,"35,500","34,700",800,0.022535211
2010,NORTH CAROLINA,37,Sampson,"16,000","12,400","3,600",0.225
2010,NORTH CAROLINA,37,Anson,"5,100","4,100","1,000",0.196078431
2010,NORTH CAROLINA,37,Cabarrus,"2,300","1,520",780,0.339130435
2010,NORTH CAROLINA,37,Cleveland,"5,400","5,050",350,0.064814815
2010,NORTH CAROLINA,37,Gaston,"1,500",710,790,0.526666667
2010,NORTH CAROLINA,37,Lincoln,"3,400","2,840",560,0.164705882
2010,NORTH CAROLINA,37,Moore,"1,200","1,040",160,0.133333333
2010,NORTH CAROLINA,37,Stanly,"8,600","5,570","3,030",0.352325581
2010,NORTH CAROLINA,37,Union,"36,200","34,600","1,600",0.044198895
2010,NORTH CAROLINA,37,Rutherford,600,500,100,0.166666667
2010,NORTH DAKOTA,38,Kidder,"6,900","6,800",100,0.014492754
2010,NORTH DAKOTA,38,Sheridan,"2,000","1,900",100,0.05
2010,NORTH DAKOTA,38,Stutsman,"3,800","3,600",200,0.052631579
2010,NORTH DAKOTA,38,Wells,"5,900","5,400",500,0.084745763
2010,NORTH DAKOTA,38,Barnes,"3,100","3,000",100,0.032258065
2010,NORTH DAKOTA,38,Cass,"3,400","3,300",100,0.029411765
2010,NORTH DAKOTA,38,Griggs,"1,600","1,500",100,0.0625
2010,NORTH DAKOTA,38,Steele,"5,400","5,300",100,0.018518519
2010,NORTH DAKOTA,38,Traill,"6,800","6,600",200,0.029411765
2010,NORTH DAKOTA,38,Benson,"14,600","14,400",200,0.01369863
2010,NORTH DAKOTA,38,Bottineau,"16,000","15,600",400,0.025
2010,NORTH DAKOTA,38,Mchenry,"14,100","13,800",300,0.021276596
2010,NORTH DAKOTA,38,Pierce,"8,200","7,800",400,0.048780488
2010,NORTH DAKOTA,38,Rolette,"2,700","2,500",200,0.074074074
2010,NORTH DAKOTA,38,Cavalier,"19,800","19,700",100,0.005050505
2010,NORTH DAKOTA,38,Grand Forks,"6,900","6,800",100,0.014492754
2010,NORTH DAKOTA,38,Pembina,"7,600","7,500",100,0.013157895
2010,NORTH DAKOTA,38,Ramsey,"9,900","9,500",400,0.04040404
2010,NORTH DAKOTA,38,Towner,"6,500","6,400",100,0.015384615
2010,NORTH DAKOTA,38,Mountrail,"7,300","7,200",100,0.01369863
2010,NORTH DAKOTA,38,Renville,"7,000","6,700",300,0.042857143
2010,NORTH DAKOTA,38,Ward,"16,500","16,400",100,0.006060606
2010,NORTH DAKOTA,38,Williams,"1,800","1,700",100,0.055555556
2010,NORTH DAKOTA,38,Burleigh,"8,400","8,300",100,0.011904762
2010,NORTH DAKOTA,38,Emmons,"13,700","12,400","1,300",0.094890511
2010,NORTH DAKOTA,38,Dickey,"4,700","4,600",100,0.021276596
2010,NORTH DAKOTA,38,Logan,"6,700","6,600",100,0.014925373
2010,NORTH DAKOTA,38,Mcintosh,"12,900","12,800",100,0.007751938
2010,NORTH DAKOTA,38,Ransom,"3,100","3,000",100,0.032258065
2010,NORTH DAKOTA,38,Sargent,"1,400","1,300",100,0.071428571
2010,NORTH DAKOTA,38,Adams,"3,900","3,800",100,0.025641026
2010,NORTH DAKOTA,38,Golden Valley,"2,800","2,700",100,0.035714286
2010,NORTH DAKOTA,38,Dunn,"4,600","4,400",200,0.043478261
2010,NORTH DAKOTA,38,Mckenzie,"1,600","1,100",500,0.3125
2010,NORTH DAKOTA,38,Mclean,"21,100","20,800",300,0.014218009
2010,NORTH DAKOTA,38,Mercer,"4,500","4,400",100,0.022222222
2010,NORTH DAKOTA,38,Oliver,"1,100","1,000",100,0.090909091
2010,OHIO,39,Delaware,"6,600","6,540",60,0.009090909
2010,OHIO,39,Fairfield,"9,400","9,130",270,0.028723404
2010,OHIO,39,Franklin,"3,400","3,310",90,0.026470588
2010,OHIO,39,Knox,"3,900","3,850",50,0.012820513
2010,OHIO,39,Licking,"6,700","6,500",200,0.029850746
2010,OHIO,39,Madison,"7,500","7,480",20,0.002666667
2010,OHIO,39,Marion,"7,900","7,880",20,0.002531646
2010,OHIO,39,Morrow,"9,700","9,530",170,0.017525773
2010,OHIO,39,Ross,"10,200","10,100",100,0.009803922
2010,OHIO,39,Union,"10,200","10,100",100,0.009803922
2010,OHIO,39,Carroll,"1,100","1,000",100,0.090909091
2010,OHIO,39,Coshocton,"2,100","1,980",120,0.057142857
2010,OHIO,39,Holmes,"1,600","1,520",80,0.05
2010,OHIO,39,Tuscarawas,"2,400","2,300",100,0.041666667
2010,OHIO,39,Crawford,"17,400","17,100",300,0.017241379
2010,OHIO,39,Huron,"19,100","19,000",100,0.005235602
2010,OHIO,39,Lorain,"4,200","4,000",200,0.047619048
2010,OHIO,39,Ottawa,"11,400","11,300",100,0.00877193
2010,OHIO,39,Richland,"6,600","6,500",100,0.015151515
2010,OHIO,39,Sandusky,"16,500","16,100",400,0.024242424
2010,OHIO,39,Seneca,"39,000","38,200",800,0.020512821
2010,OHIO,39,Wyandot,"21,000","20,400",600,0.028571429
2010,OHIO,39,Ashtabula,"2,100","1,970",130,0.061904762
2010,OHIO,39,Columbiana,"5,300","5,250",50,0.009433962
2010,OHIO,39,Geauga,500,410,90,0.18
2010,OHIO,39,Mahoning,"2,900","2,850",50,0.017241379
2010,OHIO,39,Medina,"3,200","3,150",50,0.015625
2010,OHIO,39,Portage,"2,400","2,330",70,0.029166667
2010,OHIO,39,Trumbull,"3,000","2,930",70,0.023333333
2010,OHIO,39,Wayne,"7,800","7,780",20,0.002564103
2010,OHIO,39,Allen,"16,800","16,600",200,0.011904762
2010,OHIO,39,Defiance,"13,500","12,400","1,100",0.081481481
2010,OHIO,39,Fulton,"17,800","17,200",600,0.033707865
2010,OHIO,39,Hancock,"38,900","37,800","1,100",0.028277635
2010,OHIO,39,Henry,"32,000","30,300","1,700",0.053125
2010,OHIO,39,Lucas,"5,800","5,600",200,0.034482759
2010,OHIO,39,Paulding,"29,300","28,500",800,0.027303754
2010,OHIO,39,Putnam,"48,300","47,500",800,0.016563147
2010,OHIO,39,Van Wert,"19,000","18,300",700,0.036842105
2010,OHIO,39,Williams,"15,500","15,200",300,0.019354839
2010,OHIO,39,Wood,"42,100","41,100","1,000",0.023752969
2010,OHIO,39,Adams,"1,700","1,620",80,0.047058824
2010,OHIO,39,Scioto,800,760,40,0.05
2010,OHIO,39,Athens,600,580,20,0.033333333
2010,OHIO,39,Muskingum,"1,300","1,200",100,0.076923077
2010,OHIO,39,Perry,"1,600","1,500",100,0.0625
2010,OHIO,39,Washington,"1,300","1,200",100,0.076923077
2010,OHIO,39,Clinton,"4,400","4,280",120,0.027272727
2010,OHIO,39,Greene,"3,400","3,350",50,0.014705882
2010,OHIO,39,Warren,"2,200","2,150",50,0.022727273
2010,OHIO,39,Auglaize,"20,900","20,000",900,0.043062201
2010,OHIO,39,Champaign,"5,400","5,300",100,0.018518519
2010,OHIO,39,Clark,"2,800","2,780",20,0.007142857
2010,OHIO,39,Darke,"17,900","17,200",700,0.039106145
2010,OHIO,39,Hardin,"14,800","14,200",600,0.040540541
2010,OHIO,39,Logan,"6,800","6,630",170,0.025
2010,OHIO,39,Mercer,"21,000","19,900","1,100",0.052380952
2010,OHIO,39,Miami,"8,400","8,390",10,0.001190476
2010,OHIO,39,Shelby,"16,000","15,400",600,0.0375
2010,OKLAHOMA,40,Canadian,"179,000","140,000","39,000",0.217877095
2010,OKLAHOMA,40,Cleveland,"5,500","2,200","3,300",0.6
2010,OKLAHOMA,40,Grady,"85,000","55,000","30,000",0.352941176
2010,OKLAHOMA,40,Kingfisher,"216,000","169,000","47,000",0.217592593
2010,OKLAHOMA,40,Lincoln,"7,400","3,500","3,900",0.527027027
2010,OKLAHOMA,40,Logan,"62,000","40,000","22,000",0.35483871
2010,OKLAHOMA,40,Mcclain,"23,000","9,400","13,600",0.591304348
2010,OKLAHOMA,40,Oklahoma,"9,000","4,200","4,800",0.533333333
2010,OKLAHOMA,40,Payne,"14,000","6,200","7,800",0.557142857
2010,OKLAHOMA,40,Pottawatomie,"6,000","1,500","4,500",0.75
2010,OKLAHOMA,40,Alfalfa,"240,000","198,000","42,000",0.175
2010,OKLAHOMA,40,Garfield,"321,000","250,000","71,000",0.221183801
2010,OKLAHOMA,40,Grant,"297,000","256,000","41,000",0.138047138
2010,OKLAHOMA,40,Kay,"155,000","130,000","25,000",0.161290323
2010,OKLAHOMA,40,Major,"130,000","98,000","32,000",0.246153846
2010,OKLAHOMA,40,Noble,"100,000","73,000","27,000",0.27
2010,OKLAHOMA,40,Woods,"189,000","160,000","29,000",0.153439153
2010,OKLAHOMA,40,Woodward,"93,000","55,000","38,000",0.408602151
2010,OKLAHOMA,40,Craig,"3,500","1,300","2,200",0.628571429
2010,OKLAHOMA,40,Mayes,"3,700","1,700","2,000",0.540540541
2010,OKLAHOMA,40,Nowata,"1,900","1,800",100,0.052631579
2010,OKLAHOMA,40,Osage,"17,000","6,600","10,400",0.611764706
2010,OKLAHOMA,40,Ottawa,"9,000","8,000","1,000",0.111111111
2010,OKLAHOMA,40,Pawnee,"12,800","5,500","7,300",0.5703125
2010,OKLAHOMA,40,Rogers,"2,200",900,"1,300",0.590909091
2010,OKLAHOMA,40,Wagoner,"6,600","4,900","1,700",0.257575758
2010,OKLAHOMA,40,Washington,"3,600","2,700",900,0.25
2010,OKLAHOMA,40,Beaver,"138,000","90,000","48,000",0.347826087
2010,OKLAHOMA,40,Cimarron,"187,000","160,000","27,000",0.144385027
2010,OKLAHOMA,40,Ellis,"59,000","35,000","24,000",0.406779661
2010,OKLAHOMA,40,Harper,"94,000","65,000","29,000",0.308510638
2010,OKLAHOMA,40,Texas,"222,000","190,000","32,000",0.144144144
2010,OKLAHOMA,40,Garvin,"20,200","8,100","12,100",0.599009901
2010,OKLAHOMA,40,Marshall,"2,400","1,400","1,000",0.416666667
2010,OKLAHOMA,40,Stephens,"29,900","7,700","22,200",0.742474916
2010,OKLAHOMA,40,Caddo,"190,000","130,000","60,000",0.315789474
2010,OKLAHOMA,40,Comanche,"68,000","44,000","24,000",0.352941176
2010,OKLAHOMA,40,Cotton,"151,000","99,000","52,000",0.344370861
2010,OKLAHOMA,40,Greer,"97,000","65,000","32,000",0.329896907
2010,OKLAHOMA,40,Harmon,"72,000","48,000","24,000",0.333333333
2010,OKLAHOMA,40,Jackson,"205,000","169,000","36,000",0.175609756
2010,OKLAHOMA,40,Kiowa,"250,000","216,000","34,000",0.136
2010,OKLAHOMA,40,Tillman,"167,000","129,000","38,000",0.22754491
2010,OKLAHOMA,40,Beckham,"64,000","40,000","24,000",0.375
2010,OKLAHOMA,40,Blaine,"212,000","150,000","62,000",0.29245283
2010,OKLAHOMA,40,Custer,"200,000","152,000","48,000",0.24
2010,OKLAHOMA,40,Dewey,"117,000","83,000","34,000",0.290598291
2010,OKLAHOMA,40,Roger Mills,"54,000","30,000","24,000",0.444444444
2010,OKLAHOMA,40,Washita,"268,000","205,000","63,000",0.235074627
2010,OREGON,41,Gilliam,"84,000","84,000",0,0
2010,OREGON,41,Morrow,"121,000","118,400","2,600",0.021487603
2010,OREGON,41,Sherman,"102,000","100,600","1,400",0.01372549
2010,OREGON,41,Wasco,"60,000","60,000",0,0
2010,OREGON,41,Baker,"7,000","7,000",0,0
2010,OREGON,41,Umatilla,"237,000","235,000","2,000",0.008438819
2010,OREGON,41,Union,"28,000","27,600",400,0.014285714
2010,OREGON,41,Wallowa,"6,500","5,900",600,0.092307692
2010,OREGON,41,Lane,"7,600","7,500",100,0.013157895
2010,OREGON,41,Linn,"22,700","22,500",200,0.008810573
2010,OREGON,41,Marion,"21,000","20,800",200,0.00952381
2010,OREGON,41,Multnomah,800,800,0,0
2010,OREGON,41,Polk,"18,500","18,500",0,0
2010,OREGON,41,Washington,"12,600","12,600",0,0
2010,OREGON,41,Yamhill,"14,000","13,100",900,0.064285714
2010,OREGON,41,Klamath,"3,600","3,600",0,0
2010,OREGON,41,Malheur,"26,000","25,800",200,0.007692308
2010,PENNSYLVANIA,42,Blair,"1,700",630,"1,070",0.629411765
2010,PENNSYLVANIA,42,Cambria,"2,200","2,180",20,0.009090909
2010,PENNSYLVANIA,42,Centre,"2,700","2,510",190,0.07037037
2010,PENNSYLVANIA,42,Columbia,"3,600","3,580",20,0.005555556
2010,PENNSYLVANIA,42,Dauphin,"3,700","3,590",110,0.02972973
2010,PENNSYLVANIA,42,Huntingdon,800,600,200,0.25
2010,PENNSYLVANIA,42,Juniata,900,810,90,0.1
2010,PENNSYLVANIA,42,Montour,700,680,20,0.028571429
2010,PENNSYLVANIA,42,Northumberland,"2,400","2,320",80,0.033333333
2010,PENNSYLVANIA,42,Perry,"3,000","2,010",990,0.33
2010,PENNSYLVANIA,42,Snyder,"1,200","1,160",40,0.033333333
2010,PENNSYLVANIA,42,Union,"1,300","1,160",140,0.107692308
2010,PENNSYLVANIA,42,Lehigh,"5,700","5,690",10,0.001754386
2010,PENNSYLVANIA,42,Luzerne,"1,000",940,60,0.06
2010,PENNSYLVANIA,42,Northampton,"4,200","4,170",30,0.007142857
2010,PENNSYLVANIA,42,Schuylkill,"3,000","2,940",60,0.02
2010,PENNSYLVANIA,42,Clinton,900,810,90,0.1
2010,PENNSYLVANIA,42,Lycoming,"1,200","1,100",100,0.083333333
2010,PENNSYLVANIA,42,Potter,800,650,150,0.1875
2010,PENNSYLVANIA,42,Tioga,400,300,100,0.25
2010,PENNSYLVANIA,42,Crawford,"1,600","1,440",160,0.1
2010,PENNSYLVANIA,42,Erie,"1,500","1,350",150,0.1
2010,PENNSYLVANIA,42,Mercer,"2,600","2,510",90,0.034615385
2010,PENNSYLVANIA,42,Adams,"7,200","5,370","1,830",0.254166667
2010,PENNSYLVANIA,42,Bedford,"1,300",680,620,0.476923077
2010,PENNSYLVANIA,42,Cumberland,"5,800","4,190","1,610",0.277586207
2010,PENNSYLVANIA,42,Franklin,"8,700","7,030","1,670",0.191954023
2010,PENNSYLVANIA,42,Fulton,"2,000","1,330",670,0.335
2010,PENNSYLVANIA,42,York,"20,500","19,700",800,0.03902439
2010,PENNSYLVANIA,42,Berks,"10,300","9,230","1,070",0.103883495
2010,PENNSYLVANIA,42,Bucks,"3,100","2,810",290,0.093548387
2010,PENNSYLVANIA,42,Chester,"5,000","4,570",430,0.086
2010,PENNSYLVANIA,42,Lancaster,"13,400","12,400","1,000",0.074626866
2010,PENNSYLVANIA,42,Lebanon,"6,000","4,290","1,710",0.285
2010,PENNSYLVANIA,42,Armstrong,"1,100","1,060",40,0.036363636
2010,PENNSYLVANIA,42,Beaver,700,410,290,0.414285714
2010,PENNSYLVANIA,42,Butler,"2,300","1,930",370,0.160869565
2010,PENNSYLVANIA,42,Clarion,600,480,120,0.2
2010,PENNSYLVANIA,42,Indiana,"1,000",790,210,0.21
2010,PENNSYLVANIA,42,Jefferson,500,460,40,0.08
2010,PENNSYLVANIA,42,Lawrence,"2,700","2,440",260,0.096296296
2010,SOUTH CAROLINA,45,Clarendon,"13,300","13,200",100,0.007518797
2010,SOUTH CAROLINA,45,Lee,"12,400","12,300",100,0.008064516
2010,SOUTH CAROLINA,45,Lexington,"1,700","1,600",100,0.058823529
2010,SOUTH CAROLINA,45,Orangeburg,"7,800","7,200",600,0.076923077
2010,SOUTH CAROLINA,45,Sumter,"12,000","11,900",100,0.008333333
2010,SOUTH CAROLINA,45,Chesterfield,"3,500","3,300",200,0.057142857
2010,SOUTH CAROLINA,45,Darlington,"9,300","8,900",400,0.043010753
2010,SOUTH CAROLINA,45,Dillon,"16,100","14,400","1,700",0.105590062
2010,SOUTH CAROLINA,45,Florence,"4,400","4,300",100,0.022727273
2010,SOUTH CAROLINA,45,Georgetown,"1,000",900,100,0.1
2010,SOUTH CAROLINA,45,Horry,"5,800","5,600",200,0.034482759
2010,SOUTH CAROLINA,45,Marion,"4,600","4,000",600,0.130434783
2010,SOUTH CAROLINA,45,Marlboro,"8,400","8,000",400,0.047619048
2010,SOUTH CAROLINA,45,Williamsburg,"3,100","3,000",100,0.032258065
2010,SOUTH CAROLINA,45,Chester,"1,100",800,300,0.272727273
2010,SOUTH CAROLINA,45,York,800,500,300,0.375
2010,SOUTH CAROLINA,45,Anderson,"2,200","1,600",600,0.272727273
2010,SOUTH CAROLINA,45,Greenville,500,200,300,0.6
2010,SOUTH CAROLINA,45,Spartanburg,700,200,500,0.714285714
2010,SOUTH CAROLINA,45,Berkeley,500,300,200,0.4
2010,SOUTH CAROLINA,45,Hampton,"1,700","1,500",200,0.117647059
2010,SOUTH CAROLINA,45,Aiken,"1,500","1,100",400,0.266666667
2010,SOUTH CAROLINA,45,Newberry,"3,600","2,600","1,000",0.277777778
2010,SOUTH CAROLINA,45,Saluda,"1,300",800,500,0.384615385
2010,SOUTH DAKOTA,46,Aurora,"13,600","13,100",500,0.036764706
2010,SOUTH DAKOTA,46,Beadle,"11,500","11,200",300,0.026086957
2010,SOUTH DAKOTA,46,Brule,"22,900","22,700",200,0.008733624
2010,SOUTH DAKOTA,46,Hand,"53,000","51,900","1,100",0.020754717
2010,SOUTH DAKOTA,46,Hughes,"72,400","71,700",700,0.009668508
2010,SOUTH DAKOTA,46,Sully,"123,000","122,100",900,0.007317073
2010,SOUTH DAKOTA,46,Davison,"8,500","8,400",100,0.011764706
2010,SOUTH DAKOTA,46,Hanson,"4,100","4,100",0,0
2010,SOUTH DAKOTA,46,Kingsbury,"4,900","4,800",100,0.020408163
2010,SOUTH DAKOTA,46,Miner,"6,500","6,400",100,0.015384615
2010,SOUTH DAKOTA,46,Minnehaha,"1,000",800,200,0.2
2010,SOUTH DAKOTA,46,Sanborn,"3,300","2,900",400,0.121212121
2010,SOUTH DAKOTA,46,Faulk,"17,200","17,100",100,0.005813953
2010,SOUTH DAKOTA,46,Potter,"63,800","60,700","3,100",0.048589342
2010,SOUTH DAKOTA,46,Spink,"13,500","12,200","1,300",0.096296296
2010,SOUTH DAKOTA,46,Walworth,"8,300","8,200",100,0.012048193
2010,SOUTH DAKOTA,46,Codington,"5,100","4,900",200,0.039215686
2010,SOUTH DAKOTA,46,Day,"3,600","3,400",200,0.055555556
2010,SOUTH DAKOTA,46,Deuel,"3,700","3,700",0,0
2010,SOUTH DAKOTA,46,Grant,"4,000","4,000",0,0
2010,SOUTH DAKOTA,46,Hamlin,"2,900","2,700",200,0.068965517
2010,SOUTH DAKOTA,46,Corson,"9,800","9,400",400,0.040816327
2010,SOUTH DAKOTA,46,Dewey,"24,700","24,600",100,0.004048583
2010,SOUTH DAKOTA,46,Ziebach,"44,400","41,600","2,800",0.063063063
2010,SOUTH DAKOTA,46,Jones,"42,700","40,900","1,800",0.042154567
2010,SOUTH DAKOTA,46,Lyman,"89,000","87,200","1,800",0.020224719
2010,SOUTH DAKOTA,46,Mellette,"26,000","24,800","1,200",0.046153846
2010,SOUTH DAKOTA,46,Tripp,"55,500","54,100","1,400",0.025225225
2010,SOUTH DAKOTA,46,Bon Homme,"7,500","7,100",400,0.053333333
2010,SOUTH DAKOTA,46,Charles Mix,"44,000","43,700",300,0.006818182
2010,SOUTH DAKOTA,46,Douglas,"13,200","13,100",100,0.007575758
2010,SOUTH DAKOTA,46,Hutchinson,"11,900","11,500",400,0.033613445
2010,SOUTH DAKOTA,46,Turner,"2,000","1,900",100,0.05
2010,SOUTH DAKOTA,46,Yankton,"1,900","1,900",0,0
2010,SOUTH DAKOTA,46,Custer,"3,800","3,500",300,0.078947368
2010,SOUTH DAKOTA,46,Fall River,"11,200","11,100",100,0.008928571
2010,SOUTH DAKOTA,46,Haakon,"80,000","78,100","1,900",0.02375
2010,SOUTH DAKOTA,46,Meade,"49,400","46,700","2,700",0.05465587
2010,SOUTH DAKOTA,46,Pennington,"43,700","40,900","2,800",0.064073227
2010,TENNESSEE,47,Bedford,"3,300",860,"2,440",0.739393939
2010,TENNESSEE,47,Cannon,900,420,480,0.533333333
2010,TENNESSEE,47,Lincoln,"4,000","3,000","1,000",0.25
2010,TENNESSEE,47,Marshall,"2,400","1,150","1,250",0.520833333
2010,TENNESSEE,47,Maury,"2,300","1,140","1,160",0.504347826
2010,TENNESSEE,47,Rutherford,"3,200","1,280","1,920",0.6
2010,TENNESSEE,47,Sumner,"3,300","2,010","1,290",0.390909091
2010,TENNESSEE,47,Williamson,"2,000","1,030",970,0.485
2010,TENNESSEE,47,Bledsoe,"1,400",600,800,0.571428571
2010,TENNESSEE,47,Coffee,"4,600","1,550","3,050",0.663043478
2010,TENNESSEE,47,Franklin,"4,900","3,080","1,820",0.371428571
2010,TENNESSEE,47,Grundy,"1,000",620,380,0.38
2010,TENNESSEE,47,Marion,"1,400",970,430,0.307142857
2010,TENNESSEE,47,Warren,"2,600",580,"2,020",0.776923077
2010,TENNESSEE,47,Dyer,"8,700","7,700","1,000",0.114942529
2010,TENNESSEE,47,Lake,"2,900","2,150",750,0.25862069
2010,TENNESSEE,47,Lauderdale,"4,400","3,280","1,120",0.254545455
2010,TENNESSEE,47,Obion,"6,100","5,170",930,0.152459016
2010,TENNESSEE,47,Shelby,"2,800","2,510",290,0.103571429
2010,TENNESSEE,47,Tipton,"4,100","3,590",510,0.124390244
2010,TENNESSEE,47,Blount,"1,400",750,650,0.464285714
2010,TENNESSEE,47,Bradley,"1,500",340,"1,160",0.773333333
2010,TENNESSEE,47,Grainger,900,140,760,0.844444444
2010,TENNESSEE,47,Monroe,"3,100","1,350","1,750",0.564516129
2010,TENNESSEE,47,Carroll,"3,300","2,900",400,0.121212121
2010,TENNESSEE,47,Chester,"1,200",770,430,0.358333333
2010,TENNESSEE,47,Crockett,"6,900","5,710","1,190",0.172463768
2010,TENNESSEE,47,Gibson,"22,600","20,500","2,100",0.092920354
2010,TENNESSEE,47,Hardeman,"4,200","3,680",520,0.123809524
2010,TENNESSEE,47,Haywood,"17,000","15,700","1,300",0.076470588
2010,TENNESSEE,47,Henry,"8,500","7,140","1,360",0.16
2010,TENNESSEE,47,Weakley,"11,900","10,000","1,900",0.159663866
2010,TENNESSEE,47,Cheatham,500,290,210,0.42
2010,TENNESSEE,47,Lawrence,"4,400","3,410",990,0.225
2010,TENNESSEE,47,Montgomery,"6,500","3,770","2,730",0.42
2010,TENNESSEE,47,Robertson,"22,300","20,500","1,800",0.080717489
2010,TEXAS,48,Bell,"12,800","9,100","3,700",0.2890625
2010,TEXAS,48,Bosque,"6,100","3,000","3,100",0.508196721
2010,TEXAS,48,Cooke,"27,500","15,800","11,700",0.425454545
2010,TEXAS,48,Coryell,"9,700","5,600","4,100",0.422680412
2010,TEXAS,48,Delta,"4,400","4,100",300,0.068181818
2010,TEXAS,48,Denton,"30,400","16,800","13,600",0.447368421
2010,TEXAS,48,Ellis,"20,900","14,600","6,300",0.301435407
2010,TEXAS,48,Falls,"15,000","6,500","8,500",0.566666667
2010,TEXAS,48,Fannin,"14,400","5,000","9,400",0.652777778
2010,TEXAS,48,Grayson,"26,300","21,600","4,700",0.178707224
2010,TEXAS,48,Hamilton,"4,700","3,500","1,200",0.255319149
2010,TEXAS,48,Hill,"30,300","28,200","2,100",0.069306931
2010,TEXAS,48,Hunt,"14,900","7,100","7,800",0.523489933
2010,TEXAS,48,Johnson,"10,500","3,300","7,200",0.685714286
2010,TEXAS,48,Kaufman,"4,500","1,300","3,200",0.711111111
2010,TEXAS,48,Lamar,"5,100","1,800","3,300",0.647058824
2010,TEXAS,48,Limestone,"5,700","3,900","1,800",0.315789474
2010,TEXAS,48,Mclennan,"25,000","19,200","5,800",0.232
2010,TEXAS,48,Milam,"8,600","6,300","2,300",0.26744186
2010,TEXAS,48,Navarro,"8,200","2,600","5,600",0.682926829
2010,TEXAS,48,Williamson,"11,300","6,200","5,100",0.451327434
2010,TEXAS,48,Nueces,"7,000","6,500",500,0.071428571
2010,TEXAS,48,Archer,"80,200","30,800","49,400",0.6159601
2010,TEXAS,48,Brown,"9,100","4,300","4,800",0.527472527
2010,TEXAS,48,Callahan,"34,000","17,400","16,600",0.488235294
2010,TEXAS,48,Clay,"69,200","30,600","38,600",0.557803468
2010,TEXAS,48,Comanche,"6,300",600,"5,700",0.904761905
2010,TEXAS,48,Eastland,"11,900",700,"11,200",0.941176471
2010,TEXAS,48,Jack,"10,100","1,100","9,000",0.891089109
2010,TEXAS,48,Mills,"3,000",700,"2,300",0.766666667
2010,TEXAS,48,Montague,"16,500","2,200","14,300",0.866666667
2010,TEXAS,48,Shackelford,"22,100","14,200","7,900",0.357466063
2010,TEXAS,48,Throckmorton,"68,600","50,300","18,300",0.266763848
2010,TEXAS,48,Wise,"7,400","1,700","5,700",0.77027027
2010,TEXAS,48,Young,"65,300","21,400","43,900",0.672281776
2010,TEXAS,48,Coke,"13,600","5,900","7,700",0.566176471
2010,TEXAS,48,Concho,"56,500","52,900","3,600",0.063716814
2010,TEXAS,48,Gillespie,"5,600","4,200","1,400",0.25
2010,TEXAS,48,Lampasas,"1,300",700,600,0.461538462
2010,TEXAS,48,Mcculloch,"38,300","33,300","5,000",0.130548303
2010,TEXAS,48,Reagan,"13,300","3,900","9,400",0.706766917
