Year,Period,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Commodity,ACRES PLANTED,ACRES HARVESTED,20-Aug,03-Sep,17-Sep,01-Oct,15-Oct,29-Oct,12-Nov,26-Nov,10-Dec,24-Dec,07-Jan,21-Jan,04-Feb,18-Feb,04-Mar,18-Mar,01-Apr,15-Apr,29-Apr,13-May,27-May,10-Jun,24-Jun,08-Jul,22-Jul,05-Aug,19-Aug
2015,YEAR,COUNTY,ARKANSAS,5,EAST CENTRAL,60,SAINT FRANCIS,123,WHEAT,10500,8400,0.521089595,0.318359296,0.355029211,0.239880725,0.305080342,0.42140467,0.310427802,0.051695672,0.468574226,0.079618077,,0.110444863,0.476827304,0.059616542,,0.169225007,0.389261166,0.019022572,0.652680217,0.515639288,0.346289078,0.36365837,0.462685955,0.318098045,0.510150281,0.437499745,0.407841408
2015,YEAR,COUNTY,ARKANSAS,5,EAST CENTRAL,60,WOODRUFF,147,WHEAT,8800,7600,0.460268384,0.426112574,0.389288687,0.32571725,0.328417623,0.322545726,0.301219457,0.034084456,0.314869552,0.058093158,0.079280095,0.163966448,0.418587109,0.073100435,,0.282617029,0.275303528,0.051279052,0.589825015,0.382520994,0.238460578,0.389971989,0.348088905,0.463134804,0.482131012,0.507486094,0.509624369
2015,YEAR,COUNTY,ARKANSAS,5,NORTHEAST,30,CLAY,21,WHEAT,5200,4500,0.438580724,0.440700123,0.439888797,0.350039225,0.444938453,0.373479169,0.112845441,0.035839013,0.167157213,0.338716922,0.100519489,0.240663919,0.371725056,,0.039258394,0.284775647,0.49227038,0.07435529,0.49032498,0.614448578,0.479241215,0.479257097,0.489777649,0.380847862,0.425469862,0.533332943,0.464463248
2015,YEAR,COUNTY,ARKANSAS,5,NORTHEAST,30,CRAIGHEAD,31,WHEAT,5700,2600,0.422793721,0.415392261,0.37955448,0.280543507,0.321537906,0.311143409,0.206070816,0.032293502,0.242154478,0.383924538,0.076705727,0.236447353,0.451690477,,,0.391545797,0.172314676,0.14304033,0.446444256,0.567074062,0.297939379,0.401362405,0.458933184,0.4607406,0.531027549,0.492437302,0.43444919
2015,YEAR,COUNTY,ARKANSAS,5,NORTHEAST,30,GREENE,55,WHEAT,4600,3700,0.437567159,0.455411778,0.424152628,0.322699214,0.351675813,0.317713344,0.248069508,0.032726311,0.066866632,0.339274378,0.084229903,0.230718297,0.394942455,,,0.315751756,0.257080778,0.171923002,0.542750352,0.594547291,0.404379941,0.405838361,0.392548243,0.339846507,0.424169026,0.447771346,0.407274505
2015,YEAR,COUNTY,ARKANSAS,5,NORTHEAST,30,JACKSON,67,WHEAT,11000,9400,0.362019746,0.419724233,0.396589979,0.272092338,0.316820554,0.299592479,0.191551029,0.028927047,0.32335039,0.071471364,0.070336635,0.224042877,0.404899577,0.033288042,,0.512762723,0.213892578,0.036384549,0.605501033,0.580969931,0.235434626,0.323001682,0.451875248,0.500489858,0.506555983,0.519992588,0.451812461
2015,YEAR,COUNTY,ARKANSAS,5,NORTHEAST,30,POINSETT,111,WHEAT,14800,12500,0.533925563,0.446439091,0.372642542,0.218291563,0.243466721,0.317249383,0.303656186,0.047450819,0.35956854,0.403021997,0.071291893,0.250512749,0.464372358,0.047465457,,0.072498462,0.156679299,0.022053264,0.565802137,0.646126791,0.297523479,0.264862478,0.44037849,0.305144948,0.414226987,0.443619883,0.394429476
2015,YEAR,COUNTY,ARKANSAS,5,SOUTHEAST,90,ASHLEY,3,WHEAT,4000,3400,0.56169062,0.253603179,0.449140122,0.226022201,0.410955611,0.363771637,0.363779578,0.299979392,0.023524192,0.136266056,,0.277644387,0.429923226,,,0.501535272,0.25977394,0.639864599,0.601146709,0.148218694,0.454114791,0.498376837,0.483740017,0.502292304,0.446169512,0.408528698,0.446416496
2015,YEAR,COUNTY,ARKANSAS,5,SOUTHEAST,90,DESHA,41,WHEAT,3800,3200,0.48151299,0.27174066,0.314109075,0.204446633,0.262098346,0.27845059,0.336011537,0.168618604,0.037133574,0.076545762,,0.288817339,0.466493867,0.051345157,,0.191505241,0.128941066,0.474017476,0.640018133,0.20309253,0.22827282,0.331350466,0.20907925,0.333895385,0.348953271,0.328867144,0.326154164
2015,YEAR,COUNTY,ARKANSAS,5,SOUTHEAST,90,LINCOLN,79,WHEAT,5500,4200,0.527665212,0.504466541,0.457412496,0.254309444,0.416634287,0.411802422,0.375470759,0.120980916,0.035217846,0.04676136,,0.161168046,0.387938896,0.052004343,,0.404775004,0.430449258,0.636901915,0.616266668,0.297100799,0.424635578,0.405457172,0.413839825,0.533515322,0.524888086,0.49130791,0.54445827
2015,YEAR,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,COLUSA,11,WHEAT,10000,8000,0.304064706,0.240865627,0.220649255,0.181981077,0.182595925,0.166365331,0.051950645,0.08721773,0.226187498,0.417274198,0.483819415,0.447618026,0.486691508,0.774782881,0.739392049,0.733344511,0.502411587,0.62482897,0.453782939,0.305392874,0.137902841,0.241490644,0.241088778,0.22076662,0.200270092,0.192777239,0.211336163
2015,YEAR,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,GLENN,21,WHEAT,9000,5000,0.263522984,0.246879271,0.239627811,0.213421814,0.189560029,0.172317099,0.033319484,0.113983659,0.321453587,0.383690331,0.417152795,0.510099167,0.60388641,0.723155544,0.710825407,0.742544611,0.640484258,0.539792857,0.426152799,0.295173904,0.151591876,0.23115458,0.220824958,0.230235525,0.226823333,0.225876476,0.239570615
2015,YEAR,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SOLANO,95,WHEAT,12500,9500,0.305044787,0.264370834,0.205365915,0.19380025,,,0.044255717,0.048898779,,0.383024831,0.0520545,0.392698262,0.445687662,,0.699731674,0.720107484,0.416638322,0.556078033,0.378553242,0.287982474,,,0.232999763,0.237968826,0.235789978,0.242232282,0.16315614
2015,YEAR,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SUTTER,101,WHEAT,6900,6000,0.380049197,0.320546307,0.251350829,0.207242176,0.080802301,0.108502988,0.031439674,0.059495989,,0.452891773,0.381821971,0.279677929,0.454079082,0.728151026,0.755115226,0.742390564,0.455078929,0.614795065,0.420198008,0.283737745,0.196042202,0.190575789,0.230569533,0.218731025,0.213374862,0.248227237,0.27105039
2015,YEAR,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,YOLO,113,WHEAT,21500,19000,0.273938384,0.236687728,0.218312152,0.183413232,0.213880769,0.206814832,0.044403073,0.055073092,0.346480222,0.383721185,0.499539091,0.335673605,0.395636272,0.7475316,0.719432593,0.73596815,0.380136063,0.565847447,0.389362445,0.293688633,0.222423717,0.26914749,0.244742929,0.235951367,0.218095462,0.21253477,0.186639132
2015,YEAR,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MADERA,39,WHEAT,20000,3000,0.323284196,0.422712204,0.338625048,0.27612945,0.242453983,0.208949595,0.250896191,0.134324205,0.302253303,0.139328709,0.190123959,0.058095786,,0.650529667,0.65174408,0.572703057,0.371693826,0.446137861,0.284508353,0.232900292,0.246313993,0.304284526,0.408724288,0.472957246,0.325908311,0.412113149,0.420348141
2015,YEAR,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MERCED,47,WHEAT,46000,8000,0.117392255,0.358958903,0.306781055,0.26250781,0.231280717,0.176070094,0.087338229,0.126524719,0.202309238,0.061201097,0.134067806,0.06272439,,0.639619058,0.621447204,0.481445956,0.209019121,0.39819437,0.297622569,0.202916803,0.230126723,0.234876451,0.266072131,0.289513756,0.201378929,0.26256253,0.274456501
2015,YEAR,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,SAN JOAQUIN,77,WHEAT,22000,8500,0.355949123,0.359524122,0.281086313,0.243447055,0.22649543,0.180140727,0.048079343,0.071199861,0.291037546,0.42747188,0.055989422,0.478816972,,0.584762153,0.6570627,0.625195063,0.527185237,0.524626746,0.415628133,0.30634748,0.272880516,0.264885048,0.280534113,0.296542219,0.293385322,0.287764017,0.273917697
2015,YEAR,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,TULARE,107,WHEAT,108000,30500,0.45072529,0.403644352,0.309250291,0.146540469,0.15007488,0.21395684,0.226710068,0.233182856,0.059126398,0.478946973,0.058264839,0.474013851,0.498316612,0.337924019,0.674110362,0.527560836,0.42513555,0.364764707,0.246095649,0.164939312,0.155792059,0.233358659,0.294774705,0.38805755,0.407596818,0.396594183,0.373518817
2015,YEAR,COUNTY,COLORADO,8,EAST CENTRAL,60,ADAMS,1,WHEAT,167000,162000,0.191681618,0.22923377,0.188395859,0.220142998,0.196512288,0.253491233,0.042581401,0.283806169,0.140969496,0.055023208,0.217326753,0.275797719,0.198912737,0.289625371,0.208255297,0.391934723,0.078912864,0.324542098,0.593784257,0.068061366,0.4973038,0.115889058,0.34757087,0.251276783,0.260814067,0.264946297,0.163738754
2015,YEAR,COUNTY,COLORADO,8,EAST CENTRAL,60,ARAPAHOE,5,WHEAT,62300,55000,0.23282458,0.246899327,0.201240033,0.190995505,0.202404324,0.26447379,0.031387452,0.268977174,0.136130223,0.030053446,0.241323467,0.238422794,0.136057202,0.270186239,0.202952239,0.334071995,0.128927635,0.319140034,0.521662902,0.052545571,0.431589037,0.187284626,0.365793865,0.283825281,0.29443268,0.304118618,0.259794361
2015,YEAR,COUNTY,COLORADO,8,EAST CENTRAL,60,CHEYENNE,17,WHEAT,178000,157500,0.225964671,0.199427408,0.071838402,0.15933508,0.326335394,0.368093836,0.342349504,0.113263654,0.287457841,0.068760389,0.052726295,0.245472336,0.223977746,0.053084754,0.267685879,0.296372916,0.245905507,0.29788732,0.172219016,,0.410952945,0.321847896,0.302452748,0.289959784,0.316844133,0.266430623,0.303566486
2015,YEAR,COUNTY,COLORADO,8,EAST CENTRAL,60,ELBERT,39,WHEAT,41000,39400,0.224950879,0.239099687,0.209902071,0.128832021,0.282606506,0.319848123,0.04270671,0.294444676,0.247199116,0.042266678,0.233580937,0.269282885,0.22662699,0.286122173,0.094919183,0.348508432,0.147016224,0.411039151,0.499132407,,0.508307576,0.410371865,0.42605066,0.292162329,0.315111168,0.313652339,0.298029634
2015,YEAR,COUNTY,COLORADO,8,EAST CENTRAL,60,KIOWA,61,WHEAT,205000,171000,0.206076619,0.156450798,0.122003138,0.18796808,0.313784568,0.311640827,0.308737922,0.092246642,0.284347014,0.086912864,0.049681475,0.217394259,0.26261586,0.043806272,0.283356404,0.321368382,0.296479232,0.197146383,0.311990596,0.086264751,0.383576371,0.275909046,0.270171555,0.256143234,0.262853626,0.182592219,0.260832054
2015,YEAR,COUNTY,COLORADO,8,EAST CENTRAL,60,KIT CARSON,63,WHEAT,298000,288000,0.259959137,0.247270874,0.057872199,0.200797419,0.330627171,0.397041749,0.37701341,0.11431474,0.295603684,0.042683093,0.072829898,0.251603224,0.18339058,0.089269246,0.255846131,0.27148247,0.185465765,0.31879794,0.133676781,,0.30522396,0.375461065,0.309492843,0.294823111,0.30973633,0.31295381,0.299807358
2015,YEAR,COUNTY,COLORADO,8,EAST CENTRAL,60,LINCOLN,73,WHEAT,137000,121500,0.225137086,0.179647796,0.130149912,0.192286683,0.289468406,0.277606507,0.045384219,0.299920765,0.27267286,0.041229109,0.144678111,0.255719001,0.17592333,0.117704186,0.158838191,0.347152899,0.103212138,0.21104672,0.261008166,,0.262129739,0.312788719,0.390275621,0.281325583,0.294133167,0.292791865,0.300023594
2015,YEAR,COUNTY,COLORADO,8,EAST CENTRAL,60,WASHINGTON,121,WHEAT,308000,294500,0.261716607,0.260357458,0.074355927,0.202164406,0.284276832,0.350039123,0.126882548,0.329539501,0.222091178,0.032677075,0.099461778,0.247237753,0.219377066,0.210820845,0.291130987,0.397397976,0.050659769,0.247577151,0.332753945,,0.239030689,0.250164828,0.397992851,0.278502094,0.28089053,0.177966423,0.282401965
2015,YEAR,COUNTY,COLORADO,8,EAST CENTRAL,60,YUMA,125,WHEAT,139000,135000,0.332989693,0.331330622,0.028816253,0.234140399,0.332909537,0.350094689,0.38240785,0.227099215,0.303271704,0.035714219,0.070121533,0.244507496,0.216809885,0.215312324,0.253221812,0.188465288,0.21101004,0.291160658,0.138402144,0.07654212,0.28052111,0.356896952,0.313824623,0.295344905,0.31592522,0.189945244,0.299332061
2015,YEAR,COUNTY,COLORADO,8,NORTHEAST,20,LARIMER,69,WHEAT,9000,8500,0.065968802,0.261215641,0.318617523,0.277779807,0.198361529,0.206908983,0.164129303,0.262074663,0.210186201,0.046140921,0.143994149,0.236998253,,0.019231312,0.173151646,0.219574345,0.357127897,0.384089292,0.546942165,0.063268857,0.502839104,0.556056689,0.476941381,0.322264332,0.284102623,0.29001649,0.258880697
2015,YEAR,COUNTY,COLORADO,8,NORTHEAST,20,LOGAN,75,WHEAT,125000,116900,0.297673751,0.300859812,0.100564638,0.201874499,0.269215179,0.376564366,0.182698243,0.328103458,0.192804087,0.024779685,0.12550453,0.240681964,0.17995257,0.205739117,0.271706181,0.365454504,0.05918923,0.441024392,0.557283668,,0.30582428,0.288844867,0.390655533,0.279031107,0.279625321,0.131993758,0.285322739
2015,YEAR,COUNTY,COLORADO,8,NORTHEAST,20,MORGAN,87,WHEAT,61000,60400,0.219345472,0.316026014,0.198123051,0.2466913,0.273868868,0.344956305,0.241383271,0.321157847,0.061709259,0.025732695,0.042520495,0.224387405,0.272403869,0.253510161,0.258548876,0.384665195,0.124511563,0.427787984,0.578603659,,0.602851418,0.213944857,0.419321427,0.286539781,0.279328976,0.289508449,0.167324931
2015,YEAR,COUNTY,COLORADO,8,NORTHEAST,20,SEDGWICK,115,WHEAT,73900,68900,0.295610757,0.30903765,0.017985849,0.180826752,0.236944376,0.271383271,0.252108841,0.204013639,0.295441805,0.036380497,0.0397859,0.252705101,0.067351206,0.170727669,0.230793815,0.185715434,0.089503738,0.233821178,,0.167209524,0.387373748,0.372244495,0.359509729,0.320395364,0.308126063,0.055770715,0.315556229
2015,YEAR,COUNTY,COLORADO,8,NORTHEAST,20,WELD,123,WHEAT,137000,126000,0.094124749,0.273612804,0.232331858,0.242319976,0.192673574,0.252622524,0.169747555,0.288979884,0.163110005,0.063718537,0.175686899,0.260803013,0.146628281,0.209185606,0.270597319,0.346108193,0.234670916,0.356785236,0.548216475,0.086423994,0.462867622,0.262033732,0.411805036,0.28771636,0.278161734,0.27211417,0.168526128
2015,YEAR,COUNTY,COLORADO,8,SOUTHEAST,90,BACA,9,WHEAT,193000,103200,0.252216237,0.229522554,0.16140086,0.251878102,0.272839316,0.288124949,0.073590643,0.226193773,0.21278791,0.115015962,0.044027694,0.245309275,0.278596771,0.034921859,0.304418415,0.352836146,0.173231908,0.044577862,0.24562923,0.123992636,0.259585937,0.13074037,0.264027376,0.292540925,0.305344344,0.253717549,0.264139549
2015,YEAR,COUNTY,COLORADO,8,SOUTHEAST,90,PROWERS,99,WHEAT,132500,111500,0.236128735,0.204402899,0.170291133,0.221088521,0.261302541,0.262758898,0.144595817,0.097706056,0.233488685,0.083336128,0.049187038,0.229089892,0.271648817,0.050742958,0.297002804,0.333285893,0.24148564,0.158185188,0.295275552,0.338992097,0.399724063,0.219268688,0.2726844,0.260324694,0.278865672,0.23299399,0.267120874
2015,YEAR,COUNTY,COLORADO,8,SOUTHWEST,70,DOLORES,33,WHEAT,14000,13700,0.174267022,0.224401475,0.238010694,0.258852291,0.281405456,0.307043428,0.307467665,0.303139056,0.064981385,0.038584639,0.19996218,0.144937567,0.261509025,0.036805013,0.00630409,0.298187583,0.317560808,0.314750969,0.261499497,0.118753014,0.346134136,0.362219103,0.298410306,0.233479244,0.247978612,0.218351568,0.224145523
2015,YEAR,COUNTY,COLORADO,8,SOUTHWEST,70,LA PLATA,67,WHEAT,2000,2000,0.133348818,0.233646645,0.219626303,0.235751982,0.339718273,0.254773332,0.036318619,0.071624562,0.04513807,0.038352964,0.004139443,-0.028589533,,0.246614232,0.074842295,0.305959103,0.352221198,0.266731471,0.043885624,0.007912005,0.777940184,0.801615553,0.312829351,0.187749321,0.247416725,0.219904573,0.244998513
2015,YEAR,COUNTY,COLORADO,8,SOUTHWEST,70,MESA,77,WHEAT,2300,2200,0.265734138,0.443625668,0.407486081,0.30688057,0.215336737,0.278867293,0.278887607,0.297364524,0.129790749,0.059150485,0.298797857,0.154268107,0.354218437,0.2004859,0.455473242,0.594249019,0.571343616,0.517130157,0.66526639,0.481151492,0.660356588,0.644800059,0.433548645,0.203650853,0.266483105,0.247700706,0.230511803
2015,YEAR,COUNTY,COLORADO,8,SOUTHWEST,70,MONTEZUMA,83,WHEAT,9200,7200,0.278754554,0.329563915,0.31742181,0.29332509,0.288764877,0.273797841,0.194729318,0.241349563,0.057640639,0.039434105,0.085296136,0.084186024,0.23106552,0.059860122,0.019689885,0.280662994,0.313734377,0.345265245,0.26453765,0.234959481,0.383503882,0.495906145,0.384639509,0.263644647,0.258927759,0.244474725,0.244627062
2015,YEAR,COUNTY,GEORGIA,13,CENTRAL,50,LAURENS,175,WHEAT,6100,5200,0.506215924,0.442904815,0.351720508,0.552441802,0.401379305,0.316464933,0.084910589,0.320903582,0.2806303,0.312256948,0.363143566,0.077894079,0.032950145,0.295652105,0.4758999,0.068681038,0.656432141,0.592770839,0.564439299,0.275749803,0.282745902,0.38591926,0.476809684,0.403248253,0.539938509,0.495450174,0.467712154
2015,YEAR,COUNTY,GEORGIA,13,CENTRAL,50,MORGAN,211,WHEAT,2200,2000,0.569021253,0.205671865,0.572834357,0.544537474,0.474777445,0.367718779,0.123496519,0.281256888,0.309596186,0.333240263,0.353447851,0.102643096,,0.444146137,0.434572764,0.329629389,0.166803607,0.707889723,0.759137234,0.337925509,0.294520785,0.393107266,0.379079949,0.364386889,0.556913112,0.335459428,0.214891023
2015,YEAR,COUNTY,GEORGIA,13,CENTRAL,50,PEACH,225,WHEAT,3900,3100,0.486055805,0.443293538,0.212794889,0.543588326,0.367216693,0.319386971,0.243566224,0.215461071,0.07464053,0.304179837,0.348441606,0.109253282,,0.493471421,0.550610551,,0.500913771,0.634269379,0.602440848,0.238410978,0.217247201,0.309249055,0.323534128,0.41442849,0.490551305,0.516441122,0.528896041
2015,YEAR,COUNTY,GEORGIA,13,CENTRAL,50,WILKINSON,319,WHEAT,600,600,0.408600565,0.343484522,0.307040871,0.429854998,0.428840273,0.34462533,0.279139031,0.245998936,0.227089582,0.321885031,0.359762987,0.065620823,,0.285790585,0.387231896,,0.496809076,0.524651797,0.526189409,0.342373115,0.243564579,0.388751635,0.457583598,0.310703193,0.410115377,0.413229015,0.339338488
2015,YEAR,COUNTY,GEORGIA,13,EAST CENTRAL,60,BULLOCH,31,WHEAT,2600,1800,0.750238573,0.559162385,,0.466178339,0.645012836,0.471698229,0.074197949,0.257651341,0.255869897,0.083515009,0.346609189,0.074641149,0.040099308,0.451729989,0.520813672,0.076866682,0.644104114,0.254076265,0.444266646,0.318273913,0.265028994,0.331782908,0.137725276,0.231375167,0.30987941,0.362814227,0.12780411
2015,YEAR,COUNTY,GEORGIA,13,EAST CENTRAL,60,EMANUEL,107,WHEAT,2400,1200,0.550124489,0.449783338,0.42947654,0.502718153,0.407828766,0.326101146,0.067350275,0.311506617,0.286102443,0.193619611,0.363385858,0.053503064,0.034123286,0.370924962,0.45392373,0.113447176,0.543973578,0.395918506,0.429040695,0.295464452,0.308129681,0.430606799,0.371332094,0.265776387,0.406194154,0.554652958,0.176395875
2015,YEAR,COUNTY,GEORGIA,13,EAST CENTRAL,60,JEFFERSON,163,WHEAT,8900,8800,0.529394391,0.459260569,0.409568779,0.442574828,0.347354043,0.311057092,0.050856151,0.253833093,0.273907255,0.316184699,0.37726405,0.19480548,0.049425419,0.30172941,0.546828393,0.33110867,0.647995097,0.65467552,0.560213676,0.311017329,0.278318882,0.387400927,0.453589546,0.265059156,0.513394785,0.547922166,0.132239993
2015,YEAR,COUNTY,GEORGIA,13,EAST CENTRAL,60,JENKINS,165,WHEAT,2100,1900,0.605931585,0.397592536,,0.431934181,0.364145182,0.261988177,0.109848245,0.251878299,0.243411504,0.045724923,0.373185922,0.271137906,0.034847331,0.425394791,0.522459901,0.101079118,0.671628242,,0.435600022,0.309131528,0.281007108,0.34614735,0.260839406,0.302110993,0.427055518,0.486381397,0.060048232
2015,YEAR,COUNTY,GEORGIA,13,EAST CENTRAL,60,SCREVEN,251,WHEAT,2700,2100,0.571783029,0.276283402,,0.448737388,0.465735239,0.412678773,0.114456988,0.303457728,0.299920579,0.068355609,0.338376907,0.219796725,0.035514982,0.369971898,0.411628746,0.083332606,0.54871352,,0.470754644,0.350217215,0.298348299,0.351548779,0.18204735,0.261169925,0.354724045,0.539883012,0.0766317
2015,YEAR,COUNTY,GEORGIA,13,NORTH CENTRAL,20,WALTON,297,WHEAT,900,400,0.511266487,0.363592492,0.51373133,0.319103457,0.425049714,0.335957675,0.141484175,0.237772212,0.261026209,0.326111247,0.350605328,0.076302469,,0.390624692,0.367432228,0.356882241,0.089771679,0.513435639,0.628199141,0.435678231,0.226252245,0.371044156,0.432944838,0.515301564,0.599870203,0.563998771,0.302145539
2015,YEAR,COUNTY,GEORGIA,13,NORTHEAST,30,HART,147,WHEAT,2300,1750,0.545122893,0.224620141,0.628536215,0.555040856,0.481976118,0.367916377,0.29366888,0.275705516,0.312318081,0.379785007,0.396723987,0.304567232,,0.329517637,0.291454876,0.390258482,0.670639567,0.733945638,0.743447308,0.43218586,0.168619518,0.41554011,0.21492716,0.365619163,0.461652194,0.405611852,0.509762019
2015,YEAR,COUNTY,GEORGIA,13,NORTHEAST,30,MADISON,195,WHEAT,700,370,,0.367543967,0.504501992,0.525143527,0.47358194,0.39828171,,,,0.437962436,0.452788523,0.227372747,,0.485211846,0.330407662,0.088119601,,0.72938554,0.739726514,0.41463821,0.188220501,0.377602335,0.250651166,,,0.416028164,0.407755773
2015,YEAR,COUNTY,GEORGIA,13,NORTHEAST,30,OGLETHORPE,221,WHEAT,2300,1950,0.445995177,0.341038379,0.482800424,0.502071804,0.425587339,0.350545421,0.291281004,0.272706196,0.292622178,0.392177403,0.420885787,0.123243612,,0.394210639,0.349503135,0.09501656,0.557839249,0.696123819,0.705983779,0.431898553,0.248445603,0.416382703,0.237831004,0.418292917,0.452744076,0.326282161,0.192263655
2015,YEAR,COUNTY,GEORGIA,13,NORTHEAST,30,WILKES,317,WHEAT,800,200,0.553985608,0.373286914,0.576068296,0.53189558,0.461558183,0.353923146,0.058383561,0.308424022,0.278071024,0.41579046,0.449836961,0.147049136,,0.281755328,0.400819053,0.310790694,0.324633125,0.730656509,0.736201577,0.443827003,0.279162375,0.354107943,0.224374724,0.300455691,0.462768571,0.445762767,0.187259568
2015,YEAR,COUNTY,GEORGIA,13,SOUTH CENTRAL,80,DOOLY,93,WHEAT,8900,4100,0.395524682,0.421047181,0.251724093,0.603791091,0.408482199,0.318627874,0.272566584,0.220617628,0.083378965,0.355301519,0.404115882,0.051616898,,0.506915426,0.549673443,0.291396676,0.234954673,,0.596230963,0.251495719,0.245024165,0.301274813,0.128303468,0.256021732,0.33244037,0.532861247,0.711331863
