Year,Planting_Dates,Harvesting_Dates,State,State_ANSI,Ag_District,Ag_District_Code,County,County_ANSI,Commodity,ACRES_PLANTED,ACRES_HARVESTED,YIELD_(BU/ACRE),soil_water,soil_carbon,soil_density,soil_type,gdd,ehdd,ecdd
2014,03-Oct,02-Jul,ARKANSAS,5,WEST CENTRAL,40,CRAWFORD,33,WHEAT,"2,900","1,000",72,23,0.4,1570,Loam,2317.2,0,328
2014,03-Oct,02-Jul,ARKANSAS,5,WEST CENTRAL,40,YELL,149,WHEAT,"2,100","1,700",53.2,21,0.4,1550,Loam,2162.6,0,336
2014,25-Sep,15-Jul,CALIFORNIA,6,SACRAMENTO VALLEY,50,BUTTE,7,WHEAT,"3,500",800,62.5,25,0.4,1530,Sandy clay loam,0,0,0
2014,25-Sep,15-Jul,CALIFORNIA,6,SACRAMENTO VALLEY,50,COLUSA,11,WHEAT,"9,800","6,000",63.3,26,0.4,1530,Clay loam,2964.7,1,21.6
2014,25-Sep,15-Jul,CALIFORNIA,6,SACRAMENTO VALLEY,50,GLENN,21,WHEAT,"9,400","3,000",53.3,22,0.4,1610,Sandy clay loam,29.1,0,0
2014,25-Sep,15-Jul,CALIFORNIA,6,SACRAMENTO VALLEY,50,SACRAMENTO,67,WHEAT,"5,700","3,000",50,22,0.4,1590,Sandy clay loam,0,0,0
2014,25-Sep,15-Jul,CALIFORNIA,6,SACRAMENTO VALLEY,50,SOLANO,95,WHEAT,"14,000","13,000",60,23,0.4,1580,Sandy clay loam,2620.6,0,17.2
2014,25-Sep,15-Jul,CALIFORNIA,6,SACRAMENTO VALLEY,50,SUTTER,101,WHEAT,"8,000","4,000",80,27,0.4,1520,Clay loam,2279,0.3,32.6
2014,25-Sep,15-Jul,CALIFORNIA,6,SACRAMENTO VALLEY,50,YOLO,113,WHEAT,"25,800","22,000",70.5,24,0.4,1580,Clay loam,0,0,0
2014,25-Sep,15-Jul,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MERCED,47,WHEAT,"34,000","10,700",102.8,22,0.4,1580,Loam,3085,2.7,18.3
2014,25-Sep,15-Jul,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,SAN JOAQUIN,77,WHEAT,"21,000","10,000",105,25,0.4,1550,Clay loam,2972.2,0,20.6
2014,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,ADAMS,1,WHEAT,"153,000","140,000",47.9,21,0.2,1460,Sandy clay loam,0,0,0
2014,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,ARAPAHOE,5,WHEAT,"83,000","75,800",27.3,21,0.2,1460,Loam,0,0,0
2014,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,CHEYENNE,17,WHEAT,"245,000","197,000",24,21,0.2,1470,Sandy clay loam,2038,0,846.1
2014,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,DOUGLAS,35,WHEAT,"1,600","1,400",42.9,22,0.4,1440,Loam,1947.2,0,776.7
2014,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,KIOWA,61,WHEAT,"300,500","211,500",17.3,21,0.2,1470,Sandy clay loam,2526.8,2.6,722.4
2014,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,KIT CARSON,63,WHEAT,"328,000","295,000",40.9,21,0.4,1460,Sandy clay loam,2038,0,846.1
2014,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,LINCOLN,73,WHEAT,"163,000","130,600",35.3,21,0.4,1460,Sandy clay loam,0,0,0
2014,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,PHILLIPS,95,WHEAT,"109,000","107,200",49,21,0.4,1470,Loam,1697.3,0,619.6
2014,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,WASHINGTON,121,WHEAT,"290,000","276,000",47.1,21,0.2,1460,Sandy clay loam,1645.4,0,1055.7
2014,01-Sep,29-Jul,COLORADO,8,EAST CENTRAL,60,YUMA,125,WHEAT,"143,000","137,500",60.6,21,0.4,1470,Sandy clay loam,0,0,0
2014,01-Sep,29-Jul,COLORADO,8,NORTHEAST,20,LARIMER,69,WHEAT,"6,100","5,500",49.6,21,0.4,1450,Sandy clay loam,1573.6,0,610.4
2014,01-Sep,29-Jul,COLORADO,8,NORTHEAST,20,LOGAN,75,WHEAT,"111,000","104,800",47.1,22,0.4,1460,Loam,1574.2,0,828.1
2014,01-Sep,29-Jul,COLORADO,8,NORTHEAST,20,MORGAN,87,WHEAT,"66,600","64,100",58.2,21,0.4,1470,Loam,0,0,0
2014,01-Sep,29-Jul,COLORADO,8,NORTHEAST,20,SEDGWICK,115,WHEAT,"84,500","75,700",51.6,22,0.2,1470,Loam,1697.3,0,619.6
2014,01-Sep,29-Jul,COLORADO,8,NORTHEAST,20,WELD,123,WHEAT,"130,000","123,400",51.7,21,0.4,1460,Sandy clay loam,436.1,0,0
2014,01-Sep,29-Jul,COLORADO,8,SOUTHEAST,90,LAS ANIMAS,71,WHEAT,"3,900","3,400",6.2,22,0.4,1460,Loam,2339.5,0,585.2
2014,01-Sep,29-Jul,COLORADO,8,SOUTHEAST,90,OTERO,89,WHEAT,"5,900","5,300",48.7,23,0.4,1480,Sandy clay loam,2597.9,1,634.9
2014,01-Sep,29-Jul,COLORADO,8,SOUTHEAST,90,PUEBLO,101,WHEAT,"2,400",900,22.2,21,0.2,1480,Loam,2435.2,0,687.1
2014,01-Sep,29-Jul,COLORADO,8,SOUTHWEST,70,DOLORES,33,WHEAT,"16,600","16,200",19.7,21,0.4,1430,Loam,0,0,0
2014,01-Sep,29-Jul,COLORADO,8,SOUTHWEST,70,LA PLATA,67,WHEAT,"1,700","1,300",11.2,21,0.4,1440,Loam,1579.9,0,758.1
2014,01-Sep,29-Jul,COLORADO,8,SOUTHWEST,70,MESA,77,WHEAT,"2,100","2,100",131,20,0.4,1510,Loam,2286,0,908.6
2014,01-Sep,29-Jul,COLORADO,8,SOUTHWEST,70,MONTEZUMA,83,WHEAT,"7,300","7,100",32.4,22,0.4,1430,Loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,CENTRAL,50,BLECKLEY,23,WHEAT,"5,600","4,600",52.4,18,0.4,1580,Sandy loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,CENTRAL,50,JOHNSON,167,WHEAT,"3,700","3,400",42.9,15,0.4,1570,Sandy loam,1841.1,0,63.2
2014,12-Oct,27-Jun,GEORGIA,13,CENTRAL,50,LAURENS,175,WHEAT,"8,900","7,100",33.4,17,0.4,1560,Silt loam,2094.3,0,68.8
2014,12-Oct,27-Jun,GEORGIA,13,CENTRAL,50,MORGAN,211,WHEAT,"2,400","2,300",63.9,18,0.4,1530,Loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,CENTRAL,50,NEWTON,217,WHEAT,"1,200","1,000",44.4,18,0.4,1530,Loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,CENTRAL,50,PULASKI,235,WHEAT,"6,700","6,400",48.4,18,0.4,1570,Sandy loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,CENTRAL,50,PUTNAM,237,WHEAT,"1,800","1,550",48.4,18,0.6,1530,Sandy clay loam,2062.2,0,67.3
2014,12-Oct,27-Jun,GEORGIA,13,CENTRAL,50,WASHINGTON,303,WHEAT,"8,000","5,800",49.1,15,0.4,1580,Sandy loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,CENTRAL,50,WILKINSON,319,WHEAT,800,800,44.4,21,0.4,1520,Sandy clay loam,2394.2,0,112.8
2014,12-Oct,27-Jun,GEORGIA,13,EAST CENTRAL,60,BULLOCH,31,WHEAT,"4,300","3,300",49.4,15,0.4,1580,Sandy loam,2132.3,0,64.4
2014,12-Oct,27-Jun,GEORGIA,13,EAST CENTRAL,60,BURKE,33,WHEAT,"6,300","6,300",56.5,15,0.4,1570,Sandy loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,EAST CENTRAL,60,JEFFERSON,163,WHEAT,"12,300","12,100",52.1,15,0.4,1580,Silt loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,EAST CENTRAL,60,JENKINS,165,WHEAT,"1,700","1,550",64,16,0.4,1560,Sandy loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,EAST CENTRAL,60,SCREVEN,251,WHEAT,"3,600","3,500",48.9,14,0.4,1570,Sandy loam,1995.4,0,41.4
2014,12-Oct,27-Jun,GEORGIA,13,NORTH CENTRAL,20,WALTON,297,WHEAT,"1,500","1,350",26.1,20,0.6,1530,Loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,NORTHEAST,30,FRANKLIN,119,WHEAT,"1,200",700,47.1,23,0.6,1510,Loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,NORTHEAST,30,HART,147,WHEAT,"1,200",900,58.9,22,0.4,1520,Loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,NORTHEAST,30,MADISON,195,WHEAT,"1,300","1,000",48,21,0.4,1500,Loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,SOUTH CENTRAL,80,BROOKS,27,WHEAT,"5,100","3,300",46.4,18,0.4,1520,Sandy loam,3282.5,0.8,19.9
2014,12-Oct,27-Jun,GEORGIA,13,SOUTH CENTRAL,80,COLQUITT,71,WHEAT,"3,500","1,800",41.7,18,0.4,1550,Sandy loam,2113.9,0,24
2014,12-Oct,27-Jun,GEORGIA,13,SOUTH CENTRAL,80,DOOLY,93,WHEAT,"10,200","9,900",53.7,19,0.4,1570,Sandy loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,SOUTH CENTRAL,80,TURNER,287,WHEAT,"2,400","1,400",47.3,17,0.4,1560,Sandy loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,SOUTH CENTRAL,80,WILCOX,315,WHEAT,"3,100","1,700",48.8,16,0.4,1570,Sandy loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,SOUTH CENTRAL,80,WORTH,321,WHEAT,"6,700","4,700",42.3,17,0.4,1560,Sandy loam,2817.1,0,49.3
2014,12-Oct,27-Jun,GEORGIA,13,SOUTHEAST,90,APPLING,1,WHEAT,"5,400","4,200",59.8,16,0.4,1580,Sandy loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,SOUTHEAST,90,PIERCE,229,WHEAT,"1,900","1,850",47.7,17,0.4,1550,Loamy sand,1362.3,0.5,10.2
2014,12-Oct,27-Jun,GEORGIA,13,SOUTHEAST,90,TATTNALL,267,WHEAT,900,800,51.9,17,0.4,1560,Sandy loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,SOUTHEAST,90,TOOMBS,279,WHEAT,"2,200","2,150",54.4,16,0.4,1580,Sandy loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,SOUTHEAST,90,WAYNE,305,WHEAT,"1,500","1,500",44.3,17,0.4,1590,Sandy loam,1772.9,0,36.9
2014,12-Oct,27-Jun,GEORGIA,13,SOUTHWEST,70,CALHOUN,37,WHEAT,"6,500","6,000",60,21,0.4,1560,Silt loam,2133,0,62.3
2014,12-Oct,27-Jun,GEORGIA,13,SOUTHWEST,70,CLAY,61,WHEAT,"3,500","2,100",57.1,20,0.4,1560,Sandy loam,2133,0,62.3
2014,12-Oct,27-Jun,GEORGIA,13,SOUTHWEST,70,DECATUR,87,WHEAT,"4,800","2,200",70.5,17,0.4,1540,Sandy loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,SOUTHWEST,70,EARLY,99,WHEAT,"8,300","7,200",45.4,20,0.4,1560,Silt loam,2133,0,62.3
2014,12-Oct,27-Jun,GEORGIA,13,SOUTHWEST,70,LEE,177,WHEAT,"7,800","6,700",38.8,19,0.4,1550,Silt loam,2057.2,0,67.6
2014,12-Oct,27-Jun,GEORGIA,13,SOUTHWEST,70,MILLER,201,WHEAT,"8,400","6,900",49.4,19,0.4,1570,Sandy loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,SOUTHWEST,70,MITCHELL,205,WHEAT,"5,300","4,200",41.4,18,0.4,1580,Sandy loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,SOUTHWEST,70,RANDOLPH,243,WHEAT,"8,700","7,000",64.6,17,0.4,1580,Silt loam,2539.1,0,78.1
2014,12-Oct,27-Jun,GEORGIA,13,SOUTHWEST,70,SEMINOLE,253,WHEAT,"4,400","4,200",43.3,21,0.4,1570,Sandy loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,SOUTHWEST,70,TERRELL,273,WHEAT,"8,800","5,900",58.5,16,0.4,1590,Silt loam,2817.1,0,49.3
2014,12-Oct,27-Jun,GEORGIA,13,WEST CENTRAL,40,COWETA,77,WHEAT,800,750,53.6,19,0.6,1480,Sandy clay loam,1783.6,0,135.3
2014,12-Oct,27-Jun,GEORGIA,13,WEST CENTRAL,40,LAMAR,171,WHEAT,"2,300","1,870",66.8,19,0.6,1500,Loam,1941,0,102.6
2014,12-Oct,27-Jun,GEORGIA,13,WEST CENTRAL,40,MACON,193,WHEAT,"7,800","6,100",42.6,15,0.4,1610,Silt loam,0,0,0
2014,12-Oct,27-Jun,GEORGIA,13,WEST CENTRAL,40,PIKE,231,WHEAT,"1,100",900,46.7,20,0.6,1500,Sandy clay loam,1893.4,0,85.8
2014,12-Oct,27-Jun,GEORGIA,13,WEST CENTRAL,40,TAYLOR,269,WHEAT,"3,100","3,000",20.4,16,0.4,1570,Silt loam,0,0,0
2014,08-Sep,14-Sep,IDAHO,16,EAST,90,BANNOCK,5,WHEAT,"20,000","17,600",57.7,24,0.6,1390,Loam,2322.7,0,869
2014,08-Sep,14-Sep,IDAHO,16,EAST,90,CARIBOU,29,WHEAT,"20,500","19,800",54.8,25,0.8,1360,Sandy clay loam,0,0,0
2014,08-Sep,14-Sep,IDAHO,16,EAST,90,FREMONT,43,WHEAT,"5,300","5,000",83,24,0.8,1360,Silt loam,0,0,0
2014,08-Sep,14-Sep,IDAHO,16,EAST,90,JEFFERSON,51,WHEAT,"5,700","5,000",81,26,1,1400,Loam,1804.9,0,533.6
2014,08-Sep,14-Sep,IDAHO,16,EAST,90,MADISON,65,WHEAT,"2,500","2,300",88.7,25,0.8,1350,Sandy clay loam,0,0,0
2014,08-Sep,14-Sep,IDAHO,16,EAST,90,POWER,77,WHEAT,"62,600","58,200",70,24,0.6,1400,Loam,2322.7,0,869
2014,08-Sep,14-Sep,IDAHO,16,EAST,90,TETON,81,WHEAT,"2,800","2,200",27.7,26,1,1310,Sandy clay loam,162.8,0,687.4
2014,08-Sep,14-Sep,IDAHO,16,NORTH,10,BENEWAH,9,WHEAT,"30,300","28,400",57.6,27,0.8,1370,Silt loam,2162.9,0,688.6
2014,08-Sep,14-Sep,IDAHO,16,NORTH,10,BOUNDARY,21,WHEAT,"12,000","11,200",82.6,33,1.4,1200,Silt loam,1689.4,0,810.3
2014,08-Sep,14-Sep,IDAHO,16,NORTH,10,IDAHO,49,WHEAT,"60,100","56,400",76.7,28,0.8,1350,Silt loam,2112.3,0,616.9
2014,08-Sep,14-Sep,IDAHO,16,NORTH,10,LATAH,57,WHEAT,"70,600","66,200",71.2,27,0.8,1380,Silt loam,2162.9,0,688.6
2014,08-Sep,14-Sep,IDAHO,16,NORTH,10,LEWIS,61,WHEAT,"73,000","68,800",66.2,29,0.8,1320,Silt loam,1474.1,0,610.5
2014,08-Sep,14-Sep,IDAHO,16,SOUTH CENTRAL,80,CASSIA,31,WHEAT,"47,400","45,700",93.2,24,0.6,1410,Loam,2191,0,711.6
2014,08-Sep,14-Sep,IDAHO,16,SOUTH CENTRAL,80,GOODING,47,WHEAT,"3,000","2,700",125.9,23,0.6,1460,Loam,0,0,0
2014,08-Sep,14-Sep,IDAHO,16,SOUTH CENTRAL,80,JEROME,53,WHEAT,"9,000","8,000",139,24,0.8,1450,Sandy clay loam,2410.5,0,725.2
2014,08-Sep,14-Sep,IDAHO,16,SOUTH CENTRAL,80,MINIDOKA,67,WHEAT,"14,300","13,800",116.5,24,0.8,1460,Sandy clay loam,2191,0,711.6
2014,08-Sep,14-Sep,IDAHO,16,SOUTH CENTRAL,80,TWIN FALLS,83,WHEAT,"19,400","16,400",132.2,24,0.6,1430,Loam,2721.8,0,554.8
2014,08-Sep,14-Sep,IDAHO,16,SOUTHWEST,70,ADA,1,WHEAT,"3,800","3,500",111.4,24,0.6,1470,Loam,3029.7,4.9,627.8
2014,08-Sep,14-Sep,IDAHO,16,SOUTHWEST,70,CANYON,27,WHEAT,"21,400","20,900",119,24,0.6,1490,Loam,2272.6,0,447.9
2014,08-Sep,14-Sep,IDAHO,16,SOUTHWEST,70,ELMORE,39,WHEAT,"10,900","9,400",90,23,0.6,1440,Loam,2630.8,2.4,628.3
2014,08-Sep,14-Sep,IDAHO,16,SOUTHWEST,70,OWYHEE,73,WHEAT,"9,800","9,300",104.8,23,0.6,1450,Loam,2630.8,2.4,628.3
2014,08-Sep,14-Sep,IDAHO,16,SOUTHWEST,70,PAYETTE,75,WHEAT,"3,700","3,500",98.6,24,0.6,1470,Sandy clay loam,2967.4,6.6,765.1
2014,08-Sep,14-Sep,IDAHO,16,SOUTHWEST,70,WASHINGTON,87,WHEAT,"5,600","4,700",85.2,28,0.6,1380,Sandy clay loam,2967.4,6.6,765.1
2014,28-Sep,19-Jul,ILLINOIS,17,CENTRAL,40,MARSHALL,123,WHEAT,"1,200",900,74.4,22,0.6,1520,Silt loam,1203.4,0,751.2
2014,28-Sep,19-Jul,ILLINOIS,17,CENTRAL,40,MASON,125,WHEAT,"3,400","2,700",49.6,21,0.4,1520,Silt loam,1980.2,0,1089
2014,28-Sep,19-Jul,ILLINOIS,17,CENTRAL,40,TAZEWELL,179,WHEAT,"2,300","2,050",59,21,0.6,1530,Silt loam,1879.5,0,1243.4
2014,28-Sep,19-Jul,ILLINOIS,17,CENTRAL,40,WOODFORD,203,WHEAT,"1,600","1,200",56.1,22,0.6,1520,Silt loam,1203.4,0,751.2
2014,28-Sep,19-Jul,ILLINOIS,17,EAST,50,CHAMPAIGN,19,WHEAT,"2,500","2,200",80,22,0.6,1500,Silt loam,1837.2,0,1164.3
2014,28-Sep,19-Jul,ILLINOIS,17,EAST,50,IROQUOIS,75,WHEAT,"6,700","4,150",74,22,0.8,1530,Sandy clay loam,1408.3,0,1260.9
2014,28-Sep,19-Jul,ILLINOIS,17,EAST,50,LIVINGSTON,105,WHEAT,"8,100","4,050",69.6,22,0.8,1490,Sandy clay loam,1261.6,0,1066.3
2014,28-Sep,19-Jul,ILLINOIS,17,EAST,50,VERMILION,183,WHEAT,"3,900","3,100",75.8,22,0.6,1530,Silt loam,1298.8,0,1096.2
2014,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,CLARK,23,WHEAT,"6,700","6,500",77.5,22,0.4,1560,Silt loam,1887.6,0,786
2014,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,COLES,29,WHEAT,"1,500","1,400",75,22,0.4,1530,Silt loam,1833.2,0,1053.1
2014,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,CRAWFORD,33,WHEAT,"9,200","8,300",64.6,22,0.4,1560,Silt loam,1887.6,0,786
2014,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,CUMBERLAND,35,WHEAT,"2,300","2,200",67.3,22,0.4,1550,Silt loam,1833.2,0,1053.1
2014,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,DOUGLAS,41,WHEAT,900,700,68.6,22,0.6,1510,Silt loam,1837.2,0,1164.3
2014,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,EDGAR,45,WHEAT,"1,700","1,600",75,22,0.4,1530,Silt loam,1598.1,0,1056.2
2014,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,EFFINGHAM,49,WHEAT,"8,800","8,100",73.1,22,0.4,1540,Silt loam,0,0,0
2014,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,JASPER,79,WHEAT,"8,300","8,200",63.7,22,0.4,1550,Silt loam,1474.2,0,754.9
2014,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,LAWRENCE,101,WHEAT,"14,100","13,700",66.9,22,0.4,1550,Silt loam,2044.2,0,821.5
2014,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,MARION,121,WHEAT,"21,800","20,700",65.7,22,0.4,1540,Silt loam,1988.7,0,715.4
2014,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,RICHLAND,159,WHEAT,"15,200","14,700",64.9,23,0.4,1540,Silt loam,1474.2,0,754.9
2014,28-Sep,19-Jul,ILLINOIS,17,EAST SOUTHEAST,70,SHELBY,173,WHEAT,"8,500","8,050",76.1,23,0.4,1530,Silt loam,0,0,0
2014,28-Sep,19-Jul,ILLINOIS,17,NORTHEAST,20,BOONE,7,WHEAT,"3,600","1,550",74.2,22,1,1490,Loam,1556.3,0,1614.7
2014,28-Sep,19-Jul,ILLINOIS,17,NORTHEAST,20,DE KALB,37,WHEAT,"4,800","1,550",76.1,21,0.8,1490,Loam,842.5,0,993
2014,28-Sep,19-Jul,ILLINOIS,17,NORTHEAST,20,GRUNDY,63,WHEAT,"1,400","1,150",59.5,21,0.8,1510,Sandy clay loam,1388.7,0,1200.9
2014,28-Sep,19-Jul,ILLINOIS,17,NORTHEAST,20,KANE,89,WHEAT,"2,200",900,70.3,21,0.8,1500,Sandy clay loam,1492.1,0,1418.7
2014,28-Sep,19-Jul,ILLINOIS,17,NORTHEAST,20,MCHENRY,111,WHEAT,"4,200","3,100",71,21,1,1500,Loam,1126.5,0,1595.1
2014,28-Sep,19-Jul,ILLINOIS,17,NORTHEAST,20,WILL,197,WHEAT,"8,400","6,800",73.5,22,0.6,1520,Sandy clay loam,0,0,0
2014,28-Sep,19-Jul,ILLINOIS,17,NORTHWEST,10,CARROLL,15,WHEAT,"1,600","1,100",70.1,23,1,1460,Silt loam,1270.3,0,1015.5
2014,28-Sep,19-Jul,ILLINOIS,17,NORTHWEST,10,OGLE,141,WHEAT,"3,800","2,250",73.8,22,0.8,1480,Loam,1556.3,0,1614.7
2014,28-Sep,19-Jul,ILLINOIS,17,NORTHWEST,10,STEPHENSON,177,WHEAT,"4,700","2,500",73.6,23,0.8,1470,Silt loam,1270.3,0,1015.5
2014,28-Sep,19-Jul,ILLINOIS,17,NORTHWEST,10,WINNEBAGO,201,WHEAT,"3,700","2,900",68.3,23,0.8,1490,Silt loam,1556.3,0,1614.7
2014,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,FRANKLIN,55,WHEAT,"18,300","17,800",67.1,23,0.4,1540,Silt loam,553.4,0,49.5
2014,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,GALLATIN,59,WHEAT,"7,700","7,500",75.2,22,0.4,1500,Silt loam,1875.9,0,580.6
2014,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,MASSAC,127,WHEAT,"5,800","5,300",52.3,22,0.4,1510,Silt loam,1995.3,0,570.5
2014,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,SALINE,165,WHEAT,"4,100","3,800",58.2,22,0.4,1520,Silt loam,1875.9,0,580.6
2014,28-Sep,19-Jul,ILLINOIS,17,SOUTHEAST,90,WABASH,185,WHEAT,"7,300","7,100",61,23,0.4,1550,Silt loam,1859.5,0,734.3
